word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,i've,1,been,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,been,2,reviewing,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,reviewing,3,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
3,the,4,details,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
4,details,5,of,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
5,of,6,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
6,the,7,kentucky,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
7,kentucky,8,deal,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
8,deal,9,found,.,.,region_break,1,hard_punctuation_with_lull,1.120000,1.120000,1.120000,1.120000,0,1
9,found,10,a,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
10,a,11,few,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
11,few,12,issues,,,none,0,none,0.050000,0.050000,0.000000,0.050000,1,1
12,issues,13,we,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
13,we,14,need,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
14,need,15,to,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
15,to,16,address,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
