index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,06_Eh,estonia,0,0,0,0.010989,0.500000,EH,0,cmu_eh_vowel
1,09_Oh,estonia,0,0,0,0.076923,0.920000,OW,3,cmu_oh_vowel
2,03_Ee,estonia,0,0,0,0.120879,0.500000,IY,5,cmu_front_vowel
3,07_Aa,has,1,0,0,0.179487,0.920000,AE,1,cmu_open_vowel
4,22_MBP,beautiful,2,0,0,0.213141,1.000000,B,0,cmu_bilabial
5,11_Oo,beautiful,2,0,0,0.245192,0.920000,UW,2,cmu_oo_vowel
6,20_FV,beautiful,2,0,0,0.293269,0.960000,F,5,cmu_fv
7,06_Eh,nature,3,0,0,0.362179,0.920000,EY,1,cmu_eh_vowel
8,14_ChJjSh,nature,3,0,0,0.381410,0.820000,CH,2,cmu_affricate_sibilant
9,07_Aa,and,4,0,0,0.418803,0.500000,AH,0,cmu_open_vowel
10,07_Aa,a,5,0,0,0.487179,0.500000,AH,0,cmu_open_vowel
11,03_Ee,rich,6,0,0,0.538462,0.920000,IH,1,cmu_front_vowel
12,14_ChJjSh,rich,6,0,0,0.555556,0.820000,CH,2,cmu_affricate_sibilant
13,03_Ee,history,7,0,0,0.596154,0.920000,IH,1,cmu_front_vowel
14,12_Ww-Oo-,want,8,1,1,0.698718,0.880000,W,0,cmu_w
15,07_Aa,want,8,1,1,0.711538,0.920000,AA,1,cmu_open_vowel
16,11_Oo,to,9,1,1,0.782051,0.920000,UW,1,cmu_oo_vowel
17,05_Ay,try,10,1,1,0.837607,0.940000,AY,2,cmu_ay
18,07_Aa,a,11,1,1,0.871795,0.500000,AH,0,cmu_open_vowel
19,07_Aa,sandwich,12,1,1,0.919414,0.920000,AE,1,cmu_open_vowel
20,12_Ww-Oo-,sandwich,12,1,1,0.963370,0.880000,W,4,cmu_w
21,14_ChJjSh,sandwich,12,1,1,0.992234,0.820000,CH,6,cmu_affricate_sibilant
