word_index,word,start,end,speech_region_index,sentence_index
0,i,0.500000,0.600000,0,-1
1,found,0.600000,0.910000,0,-1
2,your,0.910000,1.000000,0,-1
3,message,1.000000,1.420000,0,-1
4,this,1.420000,1.640000,0,-1
5,morning,1.640000,2.060000,0,-1
6,thank,3.120000,3.420000,1,-1
7,you,3.420000,3.500000,1,-1
8,for,3.500000,3.660000,1,-1
9,explaining,3.660000,4.200000,1,-1
10,the,4.200000,4.280000,1,-1
11,change,4.280000,4.720000,1,-1
12,so,4.720000,4.960000,1,-1
13,clearly,4.960000,5.590000,1,-1
