word_index,word,start,end,speech_region_index,sentence_index
0,the,0.460000,0.560000,0,-1
1,class,0.560000,0.930000,0,-1
2,studied,0.930000,1.360000,0,-1
3,circles,1.360000,2.150000,0,-1
4,squares,2.220000,3.000000,0,-1
5,triangles,3.110000,3.950000,0,-1
6,angles,4.060000,4.610000,0,-1
7,fractions,4.610000,5.410000,0,-1
8,patterns,5.670000,6.180000,1,-1
9,graphs,6.180000,6.670000,1,-1
10,and,6.670000,6.850000,1,-1
11,simple,6.850000,7.170000,1,-1
12,equations,7.170000,7.980000,1,-1
