ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,24_Tongue_Th,that's,0,0,0.0529653,0.549724,0.51,0.589448,0.42,0.0697241,0.09,1
1,1,07_Aa,that's,0,0,0.205241,0.689724,0.602224,0.777224,0.86,0.089724,0.09,1
2,2,22_MBP,beautiful,1,0,0.390619,0.887378,0.815875,0.958881,1,0.0873777,0.09,1
3,3,03_Ee,beautiful,1,0,0.49655,0.993308,0.909888,1.07673,0.86,0.0733082,0.09,1
4,4,03_Ee,beautiful,1,0,0.676632,1.10084,1.01334,1.18834,0.86,0.06084,0.09,0.890637
5,5,20_FV,beautiful,1,0,0.761376,1.17632,1.11263,1.24,1,0.0563167,0.09,0.890637
6,6,09_Oh,rainbows,2,1,1.49715,1.69217,1.62,1.76434,0.9,0.0521704,0.09,1.13313
7,7,14_ChJjSh,rainbows,2,1,1.67352,1.83217,1.7711,1.89324,0.682,0.0721705,0.09,1.13313
8,8,22_MBP,rainbows,2,1,1.68455,1.90452,1.8379,1.97113,1,0.0645167,0.09,1.13313
9,9,09_Oh,rainbows,2,1,1.69312,1.91452,1.82702,2.00202,0.82,0.0745167,0.09,1.13313
10,10,07_Aa,always,3,1,1.9688,2.22662,2.1573,2.29594,0.94,0.0666184,0.09,1.13313
11,11,05_Ay,always,3,1,2.15233,2.36662,2.27912,2.45412,0.84,0.0866187,0.09,1.13313
12,12,22_MBP,brighten,4,1,2.38485,2.69805,2.63143,2.76467,1,-0.728827,0.15,1.13313
13,13,04_Ih,brighten,4,1,2.48896,2.81602,2.7383,2.89374,0.68,-0.610857,0.15,1.13313
14,14,24_Tongue_Th,brighten,4,1,2.59062,2.93121,2.87015,2.99228,0.42,-0.495663,0.15,1.13313
15,15,06_Eh,brighten,4,1,2.62001,2.96452,2.87702,3.05202,0.74,-0.462354,0.15,1.13313
16,16,06_Eh,brighten,4,1,2.7376,3.09776,3.01449,3.18103,0.755755,-0.329117,0.15,1.13313
17,17,18_Uh,up,5,1,3.01778,3.41525,3.32775,3.50275,0.22,-0.0116296,0.15,1.13313
18,18,22_MBP,up,5,1,3.07406,3.47901,3.434,3.52403,1,0.0521383,0.15,1.13313
19,19,24_Tongue_Th,the,6,1,3.19257,3.6133,3.5858,3.6408,0.42,0.186425,0.15,1.13313
20,20,06_Eh,the,6,1,3.30459,3.74024,3.69162,3.78885,0.74,0.313361,0.15,1.13313
21,21,03_Ee,day,7,1,3.58716,4.06042,3.97292,4.14792,0.86,0.633549,0.15,1.13313
