index,start,center,end,pose,word,word_index,phrase_index,sentence_index,strength,reason,alignment_reason,source_phone_class,mapped_to_observed_speech
0,0.489200,0.556700,0.624200,12_Ww-Oo-,guatemala's,0,0,0,0.880000,streaming_forced_alignment,streaming_forced_alignment_viterbi,glide,1
1,0.566500,0.634000,0.701500,07_Aa,guatemala's,0,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
2,0.787500,0.840000,0.892500,22_MBP,guatemala's,0,0,0,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
3,0.846500,0.914000,0.981500,07_Aa,guatemala's,0,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
4,1.186500,1.254000,1.321500,12_Ww-Oo-,guacamole,1,0,0,0.880000,streaming_forced_alignment,streaming_forced_alignment_viterbi,glide,1
5,1.276500,1.344000,1.411500,07_Aa,guacamole,1,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
6,1.672500,1.725000,1.777500,22_MBP,guacamole,1,0,0,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
7,1.786500,1.854000,1.921500,09_Oh,guacamole,1,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_round,1
8,1.986500,2.054000,2.121500,03_Ee,guacamole,1,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
9,2.209000,2.264000,2.319000,05_Ay,is,2,0,0,0.940000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
10,2.546500,2.614000,2.681500,03_Ee,delicious,3,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
11,2.659500,2.707000,2.754500,14_ChJjSh,delicious,3,0,0,0.820000,streaming_forced_alignment,streaming_forced_alignment_viterbi,sibilant,1
12,3.463800,3.531300,3.598800,12_Ww-Oo-,want,4,1,1,0.880000,streaming_forced_alignment,streaming_forced_alignment_viterbi,glide,1
13,3.513800,3.581300,3.648800,07_Aa,want,4,1,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
14,3.686500,3.754000,3.821500,07_Aa,a,5,1,1,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
15,3.891500,3.959000,4.026500,07_Aa,sandwich,6,1,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
16,4.071500,4.139000,4.206500,12_Ww-Oo-,sandwich,6,1,1,0.880000,streaming_forced_alignment,streaming_forced_alignment_viterbi,glide,1
17,4.279500,4.327000,4.374500,14_ChJjSh,sandwich,6,1,1,0.820000,streaming_forced_alignment,streaming_forced_alignment_viterbi,sibilant,1
18,4.351500,4.419000,4.486500,12_Ww-Oo-,with,7,1,1,0.880000,streaming_forced_alignment,streaming_forced_alignment_viterbi,glide,1
19,4.456500,4.524000,4.591500,03_Ee,with,7,1,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
20,4.656500,4.724000,4.791500,07_Aa,avocado,8,1,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
21,4.770000,4.820000,4.870000,20_FV,avocado,8,1,1,0.960000,streaming_forced_alignment,streaming_forced_alignment_viterbi,labiodental,1
22,4.961500,5.029000,5.096500,07_Aa,avocado,8,1,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
23,5.131500,5.199000,5.266500,09_Oh,avocado,8,1,1,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_round,1
