index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,12_Ww-Oo-,guatemala's,0,0,0,0.025714,0.880000,W,1,cmu_w
1,07_Aa,guatemala's,0,0,0,0.042857,0.920000,AA,2,cmu_open_vowel
2,22_MBP,guatemala's,0,0,0,0.094286,1.000000,M,5,cmu_bilabial
3,07_Aa,guatemala's,0,0,0,0.111429,0.920000,AA,6,cmu_open_vowel
4,12_Ww-Oo-,guacamole,1,0,0,0.200000,0.880000,W,1,cmu_w
5,07_Aa,guacamole,1,0,0,0.219048,0.920000,AA,2,cmu_open_vowel
6,22_MBP,guacamole,1,0,0,0.276190,1.000000,M,5,cmu_bilabial
7,09_Oh,guacamole,1,0,0,0.295238,0.920000,OW,6,cmu_oh_vowel
8,03_Ee,guacamole,1,0,0,0.333333,0.500000,IY,8,cmu_front_vowel
9,05_Ay,is,2,0,0,0.357143,0.940000,AY,0,cmu_ay
10,03_Ee,delicious,3,0,0,0.471429,0.920000,IH,3,cmu_front_vowel
11,14_ChJjSh,delicious,3,0,0,0.491837,0.820000,SH,4,cmu_affricate_sibilant
12,12_Ww-Oo-,want,4,1,1,0.550000,0.880000,W,0,cmu_w
13,07_Aa,want,4,1,1,0.564286,0.920000,AA,1,cmu_open_vowel
14,07_Aa,a,5,1,1,0.628571,0.500000,AH,0,cmu_open_vowel
15,07_Aa,sandwich,6,1,1,0.681633,0.920000,AE,1,cmu_open_vowel
16,12_Ww-Oo-,sandwich,6,1,1,0.730612,0.880000,W,4,cmu_w
17,14_ChJjSh,sandwich,6,1,1,0.763265,0.820000,CH,6,cmu_affricate_sibilant
18,12_Ww-Oo-,with,7,1,1,0.780952,0.880000,W,0,cmu_w
19,03_Ee,with,7,1,1,0.800000,0.920000,IH,1,cmu_front_vowel
20,07_Aa,avocado,8,1,1,0.840816,0.920000,AE,0,cmu_open_vowel
21,20_FV,avocado,8,1,1,0.865306,0.960000,V,1,cmu_fv
22,07_Aa,avocado,8,1,1,0.938776,0.920000,AA,4,cmu_open_vowel
23,09_Oh,avocado,8,1,1,0.987755,0.500000,OW,6,cmu_oh_vowel
