word_index,word,start,end,speech_region_index,sentence_index
0,walk,0.430000,0.790000,0,-1
1,past,0.790000,1.200000,0,-1
2,the,1.200000,1.270000,0,-1
3,bakery,1.270000,1.870000,0,-1
4,cross,2.250000,2.630000,1,-1
5,at,2.630000,2.730000,1,-1
6,the,2.730000,2.820000,1,-1
7,light,2.820000,3.240000,1,-1
8,and,3.640000,3.770000,2,-1
9,take,3.770000,3.990000,2,-1
10,the,3.990000,4.090000,2,-1
11,second,4.090000,4.490000,2,-1
12,street,4.490000,4.820000,2,-1
13,on,4.820000,4.960000,2,-1
14,your,4.960000,5.080000,2,-1
15,right,5.080000,5.500000,2,-1
