word_index,word,start,end,speech_region_index,sentence_index
0,when,0.490000,0.620000,0,-1
1,the,0.620000,0.680000,0,-1
2,power,0.680000,0.990000,0,-1
3,failed,0.990000,1.470000,0,-1
4,the,1.880000,1.960000,1,-1
5,hallway,1.960000,2.300000,1,-1
6,became,2.300000,2.700000,1,-1
7,completely,2.700000,3.190000,1,-1
8,dark,3.190000,3.620000,1,-1
9,however,4.070000,4.470000,2,-1
10,the,4.470000,4.600000,2,-1
11,emergency,4.600000,5.090000,2,-1
12,lamps,5.090000,5.420000,2,-1
13,came,5.420000,5.680000,2,-1
14,on,5.680000,5.850000,2,-1
15,within,5.850000,6.090000,2,-1
16,seconds,6.090000,6.650000,2,-1
17,and,7.070000,7.180000,3,-1
18,everyone,7.180000,7.520000,3,-1
19,followed,7.520000,7.870000,3,-1
20,the,7.870000,7.940000,3,-1
21,marked,7.940000,8.260000,3,-1
22,path,8.260000,8.530000,3,-1
23,outside,8.530000,9.040000,3,-1
24,without,9.040000,9.300000,3,-1
25,confusion,9.300000,9.920000,3,-1
