word_index,word,start,end,speech_region_index,sentence_index
0,when,0.890000,1.050000,0,-1
1,the,1.050000,1.120000,0,-1
2,power,1.120000,1.530000,0,-1
3,failed,1.530000,2.180000,0,-1
4,the,2.180000,2.260000,0,-1
5,hallway,2.260000,2.740000,0,-1
6,became,2.740000,3.180000,0,-1
7,completely,3.180000,3.930000,0,-1
8,dark,3.930000,4.520000,0,-1
9,however,5.180000,5.840000,1,-1
10,the,6.130000,6.250000,2,-1
11,emergency,6.250000,6.820000,2,-1
12,lamps,6.820000,7.230000,2,-1
13,came,7.230000,7.510000,2,-1
14,on,7.510000,7.690000,2,-1
15,within,7.690000,7.980000,2,-1
16,seconds,7.980000,8.680000,2,-1
17,and,8.940000,9.130000,3,-1
18,everyone,9.160000,9.610000,3,-1
19,followed,9.610000,10.060000,3,-1
20,the,10.060000,10.140000,3,-1
21,marked,10.140000,10.540000,3,-1
22,path,10.540000,10.870000,3,-1
23,outside,10.930000,11.510000,3,-1
24,without,11.510000,11.850000,3,-1
25,confusion,11.850000,12.376875,3,-1
