index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,09_Oh,croatia,0,0,0,0.083333,0.500000,OW,2,cmu_oh_vowel
1,06_Eh,croatia,0,0,0,0.116667,0.920000,EY,3,cmu_eh_vowel
2,14_ChJjSh,croatia,0,0,0,0.150000,0.820000,SH,4,cmu_affricate_sibilant
3,07_Aa,has,1,0,0,0.240000,0.920000,AE,1,cmu_open_vowel
4,07_Aa,stunning,2,0,0,0.346667,0.920000,AH,2,cmu_open_vowel
5,09_Oh,coastlines,3,0,0,0.470000,0.920000,OW,1,cmu_oh_vowel
6,05_Ay,coastlines,3,0,0,0.550000,0.940000,AY,5,cmu_ay
7,07_Aa,and,4,0,0,0.613333,0.500000,AH,0,cmu_open_vowel
8,09_Oh,historic,5,0,0,0.792500,0.920000,AO,4,cmu_oh_vowel
9,03_Ee,cities,6,0,0,0.916000,0.920000,IH,1,cmu_front_vowel
