ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,12_Ww-Oo-,welcome,0,0,0.0312903,0.0534677,0.0259677,0.0809677,1,0.0534677,0.12,1
1,1,06_Eh,welcome,0,0,0.114731,0.136908,0.108226,0.165591,0.74,0.0969085,0.12,1
2,2,07_Aa,welcome,0,0,0.198172,0.220349,0.192849,0.247849,0.86,0.100349,0.12,1
3,3,22_MBP,welcome,0,0,0.234677,0.256855,0.229355,0.284355,1,0.0968546,0.12,1
4,4,11_Oo,to,1,0,0.348934,0.371112,0.343612,0.398612,0.94,0.0911116,0.12,1
5,5,07_Aa,alfie's,2,0,0.444701,0.466879,0.427766,0.505992,0.86,0.106879,0.12,1
6,6,20_FV,alfie's,2,0,0.543787,0.565965,0.534674,0.597255,1,0.0859648,0.12,1
7,7,03_Ee,alfie's,2,0,0.606368,0.628545,0.573787,0.683303,0.86,0.108545,0.12,1
8,8,22_MBP,bodega,3,0,0.689651,0.711828,0.672952,0.750704,1,0.111828,0.12,1
9,9,09_Oh,bodega,3,0,0.760923,0.7831,0.737745,0.828456,0.82,0.1031,0.12,1
10,10,05_Ay,bodega,3,0,0.851633,0.873811,0.838175,0.909447,0.84,0.113811,0.12,1
11,11,07_Aa,bodega,3,0,0.929385,0.951562,0.902967,1.00016,0.86,0.111562,0.12,1
12,12,07_Aa,how,4,1,1.51092,1.39475,1.36725,1.42225,0.86,0.11475,0.12,1
13,13,11_Oo,how,4,1,1.54252,1.42636,1.3829,1.46981,0.94,0.106356,0.12,1
14,14,07_Aa,can,5,1,1.67638,1.56021,1.53271,1.58771,0.86,0.0802096,0.12,1
15,15,05_Ay,i,6,1,1.81576,1.83959,1.80546,1.87373,0.84,0.119594,0.12,1
16,16,06_Eh,help,7,1,1.99292,2.15675,2.10539,2.20811,0.74,0.116748,0.12,1
17,17,22_MBP,help,7,1,2.05119,2.27607,2.24857,2.30357,1,0.116076,0.12,1
18,18,11_Oo,you,8,1,2.1865,2.41513,2.34363,2.48663,0.94,0.0951278,0.12,1.00541
19,19,11_Oo,today,9,1,2.36208,2.59489,2.55542,2.63436,1,0.114891,0.12,1.00914
20,20,05_Ay,today,9,1,2.47681,2.71965,2.66389,2.77541,0.84,-0.227229,0.15,1.01829
