word_index,word,start,end,speech_region_index,sentence_index
0,the,1.350000,1.420000,0,-1
1,garden,1.420000,1.760000,0,-1
2,contains,1.760000,2.230000,0,-1
3,roses,2.230000,2.870000,0,-1
4,lilies,3.130000,3.750000,1,-1
5,tulips,3.990000,4.580000,2,-1
6,sunflowers,4.750000,5.630000,3,-1
7,lavender,5.820000,6.340000,4,-1
8,mint,6.340000,6.720000,4,-1
9,thyme,6.910000,7.310000,5,-1
10,and,7.470000,7.660000,6,-1
11,tall,7.660000,7.970000,6,-1
12,green,7.970000,8.280000,6,-1
13,grass,8.280000,8.810000,6,-1
