index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,03_Ee,did,0,0,0,0.026316,0.920000,IH,1,cmu_front_vowel
1,11_Oo,you,1,0,0,0.092105,0.920000,UW,1,cmu_oo_vowel
2,09_Oh,know,2,0,0,0.144737,0.920000,OW,1,cmu_oh_vowel
3,14_ChJjSh,china,3,1,0,0.167763,0.820000,CH,0,cmu_affricate_sibilant
4,05_Ay,china,3,1,0,0.187500,0.940000,AY,1,cmu_ay
5,07_Aa,has,4,1,0,0.263158,0.920000,AE,1,cmu_open_vowel
6,07_Aa,the,5,1,0,0.328947,0.500000,AH,1,cmu_open_vowel
7,22_MBP,most,6,1,0,0.348684,1.000000,M,0,cmu_bilabial
8,09_Oh,most,6,1,0,0.361842,0.920000,OW,1,cmu_oh_vowel
9,11_Oo,unesco,7,1,0,0.422932,0.500000,UW,1,cmu_oo_vowel
10,06_Eh,unesco,7,1,0,0.460526,0.920000,EH,3,cmu_eh_vowel
11,09_Oh,unesco,7,1,0,0.516917,0.920000,OW,6,cmu_oh_vowel
12,12_Ww-Oo-,world,8,1,0,0.532895,0.880000,W,0,cmu_w
13,06_Eh,world,8,1,0,0.546053,0.920000,ER,1,cmu_eh_vowel
14,06_Eh,heritage,9,1,0,0.607143,0.920000,EH,1,cmu_eh_vowel
15,14_ChJjSh,heritage,9,1,0,0.701128,0.820000,JH,6,cmu_affricate_sibilant
16,05_Ay,sites,10,1,0,0.730263,0.940000,AY,1,cmu_ay
17,03_Ee,need,11,2,1,0.789474,0.920000,IY,1,cmu_front_vowel
18,06_Eh,anything,12,2,1,0.826754,0.920000,EH,0,cmu_eh_vowel
19,03_Ee,anything,12,2,1,0.870614,0.500000,IY,2,cmu_front_vowel
20,06_Eh,else,13,2,1,0.956140,0.920000,EH,0,cmu_eh_vowel
