index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,06_Eh,ecuador,0,0,0,0.009653,0.920000,EH,0,cmu_eh_vowel
1,12_Ww-Oo-,ecuador,0,0,0,0.048263,0.880000,W,2,cmu_w
2,09_Oh,ecuador,0,0,0,0.106178,0.920000,AO,5,cmu_oh_vowel
3,07_Aa,has,1,0,0,0.162162,0.920000,AE,1,cmu_open_vowel
4,07_Aa,stunning,2,0,0,0.234234,0.920000,AH,2,cmu_open_vowel
5,07_Aa,andes,3,0,0,0.305405,0.920000,AE,0,cmu_open_vowel
6,03_Ee,andes,3,0,0,0.354054,0.500000,IY,3,cmu_front_vowel
7,22_MBP,mountains,4,0,0,0.386100,1.000000,M,0,cmu_bilabial
8,07_Aa,mountains,4,0,0,0.401544,0.920000,AW,1,cmu_open_vowel
9,07_Aa,and,5,0,0,0.495495,0.500000,AH,0,cmu_open_vowel
10,20_FV,vibrant,6,0,0,0.548263,0.960000,V,0,cmu_fv
11,05_Ay,vibrant,6,0,0,0.563707,0.940000,AY,1,cmu_ay
12,22_MBP,vibrant,6,0,0,0.579151,1.000000,B,2,cmu_bilabial
13,07_Aa,culture,7,0,0,0.672973,0.920000,AH,1,cmu_open_vowel
14,14_ChJjSh,culture,7,0,0,0.705405,0.820000,CH,3,cmu_affricate_sibilant
15,12_Ww-Oo-,want,8,1,1,0.736486,0.880000,W,0,cmu_w
16,07_Aa,want,8,1,1,0.750000,0.920000,AA,1,cmu_open_vowel
17,11_Oo,to,9,1,1,0.824324,0.920000,UW,1,cmu_oo_vowel
18,05_Ay,try,10,1,1,0.882883,0.940000,AY,2,cmu_ay
19,07_Aa,some,11,1,1,0.918919,0.920000,AH,1,cmu_open_vowel
20,22_MBP,some,11,1,1,0.936937,1.000000,M,2,cmu_bilabial
21,14_ChJjSh,chips,12,1,1,0.952703,0.820000,CH,0,cmu_affricate_sibilant
22,03_Ee,chips,12,1,1,0.966216,0.920000,IH,1,cmu_front_vowel
23,22_MBP,chips,12,1,1,0.979730,1.000000,P,2,cmu_bilabial
