EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,06_Eh,EEE,ebola,0,0,0,0.0316399,0.0361201,0.74,SimpleBudgetV1
1,22_MBP,MBP,ebola,0,0,0.0237299,0.0553698,0.0903004,1,SimpleBudgetV1
2,07_Aa,AAA,ebola,0,0,0.0421865,0.11074,0.174581,0.86,SimpleBudgetV1
3,07_Aa,AAA,ebola,0,0,0.088328,0.127878,0.246821,0.86,SimpleBudgetV1
4,07_Aa,AAA,can,1,0,0.155563,0.175241,0.377646,0.86,SimpleBudgetV1
5,22_MBP,MBP,spread,2,0,0.200161,0.219453,0.479032,1,SimpleBudgetV1
6,03_Ee,EEE,spread,2,0,0.215434,0.257235,0.5396,0.86,SimpleBudgetV1
7,24_Tongue_Th,FVS,through,3,0,0.270096,0.289389,0.63871,0.42,SimpleBudgetV1
8,09_Oh,OOO,through,3,0,0.29582,0.337621,0.723137,0.82,SimpleBudgetV1
9,04_Ih,EEE,direct,4,0,0.362154,0.391865,0.86079,0.68,SimpleBudgetV1
10,06_Eh,EEE,direct,4,0,0.384437,0.439614,0.940739,0.74,SimpleBudgetV1
11,09_Oh,OOO,contact,5,0,0.464474,0.494185,1.09441,0.82,SimpleBudgetV1
12,07_Aa,AAA,contact,5,0,0.490547,0.545723,1.18301,0.86,SimpleBudgetV1
13,12_Ww-Oo-,WUH,with,6,0,0.561093,0.586817,1.31046,1,SimpleBudgetV1
14,04_Ih,EEE,with,6,0,0.588424,0.630225,1.39121,0.22,SimpleBudgetV1
15,24_Tongue_Th,FVS,with,6,0,0.603296,0.622588,1.39947,0.42,SimpleBudgetV1
16,04_Ih,EEE,infected,7,0,0.650322,0.687942,1.52776,0.68,SimpleBudgetV1
17,20_FV,FVS,infected,7,0,0.67094,0.705667,1.57154,1,SimpleBudgetV1
18,24_Tongue_Th,FVS,infected,7,0,0.702412,0.734244,1.64009,0.42,SimpleBudgetV1
19,06_Eh,EEE,infected,7,0,0.689389,0.76463,1.65991,0.74,SimpleBudgetV1
20,06_Eh,EEE,infected,7,0,0.7375,0.783802,1.73672,0.74,SimpleBudgetV1
21,22_MBP,MBP,bodily,8,0,0.785145,0.816785,1.82877,1,SimpleBudgetV1
22,09_Oh,OOO,bodily,8,0,0.802283,0.839196,1.87392,0.82,SimpleBudgetV1
23,24_Tongue_Th,FVS,bodily,8,0,0.841833,0.870836,1.95519,0.42,SimpleBudgetV1
24,03_Ee,EEE,bodily,8,0,0.829968,0.898521,1.97325,0.86,SimpleBudgetV1
25,03_Ee,EEE,bodily,8,0,0.876109,0.915659,2.04549,0.86,SimpleBudgetV1
26,20_FV,FVS,fluids,9,0,0.919614,0.938907,2.12169,1,SimpleBudgetV1
27,11_Oo,OOO,fluids,9,0,0.945338,0.987138,2.20612,0.94,SimpleBudgetV1
