word_index,word,start,end,speech_region_index,sentence_index
0,although,0.680000,1.020000,0,-1
1,the,1.020000,1.120000,0,-1
2,sky,1.120000,1.480000,0,-1
3,looked,1.480000,1.810000,0,-1
4,dark,1.810000,2.310000,0,-1
5,we,2.730000,2.850000,1,-1
6,packed,2.850000,3.180000,1,-1
7,a,3.180000,3.240000,1,-1
8,lunch,3.240000,3.740000,1,-1
9,and,3.790000,3.940000,1,-1
10,continued,3.940000,4.500000,1,-1
11,toward,4.500000,4.790000,1,-1
12,the,4.790000,4.860000,1,-1
13,lake,4.860000,5.330000,1,-1
