index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,07_Aa,gambia,0,0,0,0.035714,0.920000,AE,1,cmu_open_vowel
1,22_MBP,gambia,0,0,0,0.059524,1.000000,M,2,cmu_bilabial
2,03_Ee,gambia,0,0,0,0.107143,0.500000,IY,4,cmu_front_vowel
3,05_Ay,is,1,0,0,0.157143,0.940000,AY,0,cmu_ay
4,09_Oh,known,2,0,0,0.228571,0.920000,OW,1,cmu_oh_vowel
5,20_FV,for,3,0,0,0.266667,0.960000,F,0,cmu_fv
6,09_Oh,for,3,0,0,0.285714,0.920000,AO,1,cmu_oh_vowel
7,03_Ee,its,4,0,0,0.323810,0.920000,IH,0,cmu_front_vowel
8,22_MBP,beaches,5,0,0,0.380000,1.000000,B,0,cmu_bilabial
9,03_Ee,beaches,5,0,0,0.397143,0.920000,IY,1,cmu_front_vowel
10,14_ChJjSh,beaches,5,0,0,0.414286,0.820000,CH,2,cmu_affricate_sibilant
11,07_Aa,and,6,0,0,0.466667,0.500000,AH,0,cmu_open_vowel
12,20_FV,friendly,7,0,0,0.522449,0.960000,F,0,cmu_fv
13,06_Eh,friendly,7,0,0,0.555102,0.920000,EH,2,cmu_eh_vowel
14,03_Ee,friendly,7,0,0,0.620408,0.500000,IY,6,cmu_front_vowel
15,22_MBP,people,8,0,0,0.637143,1.000000,P,0,cmu_bilabial
16,03_Ee,people,8,0,0,0.654286,0.920000,IY,1,cmu_front_vowel
17,12_Ww-Oo-,want,9,1,1,0.721429,0.880000,W,0,cmu_w
18,07_Aa,want,9,1,1,0.735714,0.920000,AA,1,cmu_open_vowel
19,07_Aa,a,10,1,1,0.800000,0.500000,AH,0,cmu_open_vowel
20,07_Aa,snack,11,1,1,0.864286,0.920000,AE,2,cmu_open_vowel
21,11_Oo,to,12,1,1,0.928571,0.920000,UW,1,cmu_oo_vowel
22,09_Oh,go,13,1,1,0.985714,0.920000,OW,1,cmu_oh_vowel
