word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,is,1,this,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,this,2,your,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,your,3,final,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
3,final,4,answer,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
4,answer,5,yes,?,?,region_break,1,hard_punctuation_with_lull,1.050000,1.050000,1.050000,1.050000,0,1
5,yes,6,and,",",",",region_break,1,comma_with_lull,0.360000,0.360000,0.360000,0.360000,1,2
6,and,7,i,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
7,i,8,am,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
8,am,9,ready,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
9,ready,10,to,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
10,to,11,explain,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
11,explain,12,it,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
