word_index,word,start,end,speech_region_index,sentence_index
0,before,0.350000,0.700000,0,-1
1,leaving,0.700000,1.250000,0,-1
2,turn,1.560000,1.820000,1,-1
3,off,1.820000,2.030000,1,-1
4,the,2.030000,2.140000,1,-1
5,lamps,2.140000,2.730000,1,-1
6,close,3.010000,3.350000,2,-1
7,the,3.350000,3.460000,2,-1
8,windows,3.460000,4.120000,2,-1
9,feed,4.360000,4.690000,3,-1
10,the,4.690000,4.780000,3,-1
11,cat,4.780000,5.290000,3,-1
12,lock,5.640000,5.960000,4,-1
13,the,5.960000,6.060000,4,-1
14,back,6.060000,6.380000,4,-1
15,door,6.380000,6.830000,4,-1
16,and,7.140000,7.290000,5,-1
17,check,7.290000,7.570000,5,-1
18,the,7.570000,7.660000,5,-1
19,stove,7.660000,8.270000,5,-1
