index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,22_MBP,brunei,0,0,0,0.011481,1.000000,B,0,cmu_bilabial
1,11_Oo,brunei,0,0,0,0.055556,0.500000,UW,2,cmu_oo_vowel
2,05_Ay,brunei,0,0,0,0.100000,0.940000,AY,4,cmu_ay
3,07_Aa,has,1,0,0,0.148148,0.920000,AE,1,cmu_open_vowel
4,22_MBP,beautiful,2,0,0,0.196759,1.000000,B,0,cmu_bilabial
5,11_Oo,beautiful,2,0,0,0.243056,0.920000,UW,2,cmu_oo_vowel
6,20_FV,beautiful,2,0,0,0.312500,0.960000,F,5,cmu_fv
7,22_MBP,mosques,3,0,0,0.377778,1.000000,M,0,cmu_bilabial
8,07_Aa,mosques,3,0,0,0.392593,0.920000,AA,1,cmu_open_vowel
9,07_Aa,and,4,0,0,0.456790,0.500000,AH,0,cmu_open_vowel
10,09_Oh,oil,5,0,0,0.537037,0.920000,OY,0,cmu_oh_vowel
11,12_Ww-Oo-,wealth,6,0,0,0.601852,0.880000,W,0,cmu_w
12,06_Eh,wealth,6,0,0,0.620370,0.920000,EH,1,cmu_eh_vowel
13,03_Ee,need,7,1,1,0.703704,0.920000,IY,1,cmu_front_vowel
14,06_Eh,anything,8,1,1,0.756173,0.920000,EH,0,cmu_eh_vowel
15,03_Ee,anything,8,1,1,0.817901,0.500000,IY,2,cmu_front_vowel
16,06_Eh,else,9,1,1,0.938272,0.920000,EH,0,cmu_eh_vowel
