ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,06_Eh,red,0,0,0.113737,0.500985,0.45,0.551971,0.74,0.0609854,0.09,1
1,1,10_Or,orange,1,0,0.217668,0.604917,0.568678,0.641156,0.68,0.0849171,0.09,1
2,2,07_Aa,orange,1,0,0.34623,0.733479,0.666178,0.800779,0.86,0.0534786,0.09,1
3,3,06_Eh,yellow,2,0,0.498088,0.885337,0.849098,0.921575,0.74,0.0853365,0.09,1
4,4,09_Oh,yellow,2,0,0.605079,0.992327,0.925027,1.05963,0.82,0.0723272,0.09,1
5,5,03_Ee,green,3,0,0.827532,1.21478,1.1638,1.26577,0.86,0.0547805,0.09,1
6,6,22_MBP,blue,4,0,0.929502,1.31675,1.28925,1.34425,1,0.0767512,0.09,1
7,7,11_Oo,blue,4,0,1.02363,1.41088,1.35989,1.46186,0.94,0.0508783,0.09,1
8,8,04_Ih,indigo,5,0,1.16388,1.55113,1.50932,1.59293,0.68,0.0711273,0.09,1
9,9,24_Tongue_Th,indigo,5,0,1.27322,1.69113,1.65293,1.72932,0.42,0.0511274,0.09,1.07975
10,10,09_Oh,indigo,5,0,1.29252,1.77542,1.68792,1.86292,0.82,0.0582305,0.09,1.14548
11,11,09_Oh,indigo,5,0,1.3697,1.91542,1.85724,1.97361,0.82,0.0754235,0.09,1.20615
12,12,20_FV,violet,6,0,1.45865,2.14437,2.10534,2.18341,1,0.0872033,0.09,1.25666
13,13,04_Ih,violet,6,0,1.51387,2.26459,2.21827,2.31091,0.68,0.079958,0.09,1.27821
14,14,06_Eh,violet,6,0,1.57772,2.39344,2.30634,2.48055,0.74,0.084595,0.09,1.29428
15,15,12_Ww-Oo-,why,7,1,2.12175,2.56162,2.52743,2.59581,1,0.0816219,0.09,1.02556
16,16,05_Ay,why,7,1,2.21195,2.65413,2.60788,2.70039,0.84,0.0541327,0.09,1.02556
17,17,11_Oo,do,8,1,2.37228,2.95446,2.92696,2.98196,0.94,0.0811899,0.09,1.04196
18,18,11_Oo,you,9,1,2.5414,3.26358,3.18755,3.3396,0.94,0.076591,0.09,1.07695
19,19,07_Aa,ask,10,1,2.74141,3.63657,3.57718,3.69596,0.86,-0.59031,0.15,1.16484
