word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,the,1,neural,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,neural,2,matcher,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,matcher,3,compares,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
3,compares,4,lip,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
4,lip,5,movements,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
5,movements,6,to,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
6,to,7,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
7,the,8,audio,,,none,0,none,0.030000,0.030000,0.000000,0.030000,0,0
8,audio,9,to,,,none,0,none,0.110000,0.110000,0.110000,0.110000,0,0
9,to,10,sync,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
10,sync,11,them,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
11,them,12,up,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
