word_index,word,start,end,speech_region_index,sentence_index
0,i,0.570000,0.680000,0,-1
1,expected,0.680000,1.190000,0,-1
2,the,1.190000,1.260000,0,-1
3,journey,1.260000,1.580000,0,-1
4,to,1.580000,1.660000,0,-1
5,feel,1.660000,1.980000,0,-1
6,endless,2.020000,2.550000,0,-1
7,yet,2.850000,3.070000,1,-1
8,every,3.110000,3.370000,1,-1
9,stop,3.370000,3.730000,1,-1
10,brought,3.730000,3.950000,1,-1
11,something,3.950000,4.320000,1,-1
12,memorable,4.320000,4.890000,1,-1
13,a,5.190000,5.250000,2,-1
14,friendly,5.250000,5.590000,2,-1
15,conversation,5.590000,6.440000,2,-1
16,a,6.670000,6.740000,3,-1
17,beautiful,6.740000,7.160000,3,-1
18,view,7.160000,7.630000,3,-1
19,an,7.870000,7.960000,4,-1
20,excellent,7.960000,8.370000,4,-1
21,meal,8.370000,8.780000,4,-1
22,or,9.050000,9.180000,5,-1
23,a,9.180000,9.230000,5,-1
24,story,9.230000,9.660000,5,-1
25,i,9.660000,9.750000,5,-1
26,had,9.750000,9.930000,5,-1
27,never,9.930000,10.170000,5,-1
28,heard,10.170000,10.570000,5,-1
