word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,the,1,workshop,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,workshop,2,needs,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,needs,3,hammers,,,none,0,none,0.120000,0.120000,0.120000,0.120000,0,0
3,hammers,4,nails,",",",",region_break,1,comma_with_lull,0.180000,0.180000,0.180000,0.180000,0,1
4,nails,5,screws,",",",",region_break,1,comma_with_lull,0.120000,0.120000,0.120000,0.120000,1,2
5,screws,6,drills,",",",",region_break,1,comma_with_lull,0.160000,0.160000,0.130000,0.160000,2,3
6,drills,7,clamps,",",",",region_break,1,comma_with_lull,0.280000,0.280000,0.280000,0.280000,3,4
7,clamps,8,saws,",",",",region_break,1,comma_with_lull,0.140000,0.140000,0.140000,0.140000,4,5
8,saws,9,sandpaper,",",",",region_break,1,comma_with_lull,0.170000,0.170000,0.170000,0.170000,5,6
9,sandpaper,10,and,",",",",soft_pause,0,none,0.110000,0.110000,0.110000,0.110000,6,6
10,and,11,safety,,,none,0,none,0.000000,0.000000,0.000000,0.000000,6,6
11,safety,12,glasses,,,none,0,none,0.000000,0.000000,0.000000,0.000000,6,6
