word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,i'm,1,working,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,working,2,on,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,on,3,a,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
3,a,4,lipsync,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
4,lipsync,5,system,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
5,system,6,it,.,.,region_break,1,hard_punctuation_with_lull,0.790000,0.790000,0.790000,0.790000,0,1
6,it,7,turns,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
7,turns,8,text,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
8,text,9,into,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
9,into,10,animations,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
10,animations,11,that,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
11,that,12,match,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
12,match,13,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
13,the,14,spoken,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
14,spoken,15,words,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
