index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,07_Aa,cameroon,0,0,0,0.029070,0.920000,AE,1,cmu_open_vowel
1,22_MBP,cameroon,0,0,0,0.048450,1.000000,M,2,cmu_bilabial
2,11_Oo,cameroon,0,0,0,0.087209,0.920000,UW,4,cmu_oo_vowel
3,07_Aa,has,1,0,0,0.139535,0.920000,AE,1,cmu_open_vowel
4,22_MBP,mount,2,0,0,0.168605,1.000000,M,0,cmu_bilabial
5,07_Aa,mount,2,0,0,0.180233,0.920000,AW,1,cmu_open_vowel
6,07_Aa,cameroon,3,0,0,0.238372,0.920000,AE,1,cmu_open_vowel
7,22_MBP,cameroon,3,0,0,0.257752,1.000000,M,2,cmu_bilabial
8,11_Oo,cameroon,3,0,0,0.296512,0.920000,UW,4,cmu_oo_vowel
9,07_Aa,the,4,1,0,0.360465,0.500000,AH,1,cmu_open_vowel
10,05_Ay,highest,5,1,0,0.393023,0.940000,AY,1,cmu_ay
11,22_MBP,peak,6,1,0,0.449612,1.000000,P,0,cmu_bilabial
12,03_Ee,peak,6,1,0,0.465116,0.920000,IY,1,cmu_front_vowel
13,07_Aa,and,7,1,0,0.496124,0.500000,AH,0,cmu_open_vowel
14,07_Aa,tropical,8,1,0,0.571221,0.920000,AA,2,cmu_open_vowel
15,22_MBP,tropical,8,1,0,0.585756,1.000000,P,3,cmu_bilabial
16,05_Ay,rainforests,9,1,0,0.672093,0.940000,AY,1,cmu_ay
17,20_FV,rainforests,9,1,0,0.700000,0.960000,F,3,cmu_fv
18,09_Oh,rainforests,9,1,0,0.713953,0.920000,AO,4,cmu_oh_vowel
19,03_Ee,need,10,2,1,0.813953,0.920000,IY,1,cmu_front_vowel
20,06_Eh,anything,11,2,1,0.846899,0.920000,EH,0,cmu_eh_vowel
21,03_Ee,anything,11,2,1,0.885659,0.500000,IY,2,cmu_front_vowel
22,06_Eh,else,12,2,1,0.961240,0.920000,EH,0,cmu_eh_vowel
