index,start,center,end,pose,word,word_index,phrase_index,sentence_index,strength,reason,alignment_reason,source_phone_class,mapped_to_observed_speech
0,0.139200,0.206700,0.274200,07_Aa,cameroon,0,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
1,0.204200,0.256700,0.309200,22_MBP,cameroon,0,0,0,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
2,0.321500,0.389000,0.456500,11_Oo,cameroon,0,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_round,1
3,0.501500,0.569000,0.636500,07_Aa,has,1,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
4,0.577500,0.630000,0.682500,22_MBP,mount,2,0,0,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
5,0.636500,0.704000,0.771500,07_Aa,mount,2,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
6,0.801500,0.869000,0.936500,07_Aa,cameroon,3,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
7,0.866500,0.919000,0.971500,22_MBP,cameroon,3,0,0,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
8,1.086500,1.154000,1.221500,11_Oo,cameroon,3,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_round,1
9,2.257500,2.325000,2.392500,07_Aa,the,4,1,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
10,2.320000,2.375000,2.430000,05_Ay,highest,5,1,0,0.940000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
11,2.372500,2.425000,2.477500,22_MBP,peak,6,1,0,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
12,2.407500,2.475000,2.542500,03_Ee,peak,6,1,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
13,2.486500,2.554000,2.621500,07_Aa,and,7,1,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
14,2.931500,2.999000,3.066500,07_Aa,tropical,8,1,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
15,2.996500,3.049000,3.101500,22_MBP,tropical,8,1,0,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
16,3.494000,3.549000,3.604000,05_Ay,rainforests,9,1,0,0.940000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
17,3.655000,3.705000,3.755000,20_FV,rainforests,9,1,0,0.960000,streaming_forced_alignment,streaming_forced_alignment_viterbi,labiodental,1
18,3.756500,3.824000,3.891500,09_Oh,rainforests,9,1,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_round,1
19,4.991500,5.059000,5.126500,03_Ee,need,10,2,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
20,5.086500,5.154000,5.221500,06_Eh,anything,11,2,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
21,5.236500,5.304000,5.371500,03_Ee,anything,11,2,1,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
22,5.531500,5.599000,5.666500,06_Eh,else,12,2,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
