EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,05_Ay,EEE,cairo,0,0,0.0296886,0.0616609,0.0962995,0.84,SimpleBudgetV1
1,09_Oh,OOO,cairo,0,0,0.0365398,0.0959169,0.139634,0.82,SimpleBudgetV1
2,09_Oh,OOO,cairo,0,0,0.0844983,0.121038,0.216674,0.82,SimpleBudgetV1
3,07_Aa,AAA,has,1,0,0.139723,0.1609,0.316913,0.86,SimpleBudgetV1
4,24_Tongue_Th,FVS,the,2,0,0.179585,0.192042,0.391764,0.42,SimpleBudgetV1
5,06_Eh,EEE,the,2,0,0.203875,0.226298,0.453483,0.74,SimpleBudgetV1
6,07_Aa,AAA,largest,3,0,0.247237,0.279209,0.554973,0.86,SimpleBudgetV1
7,07_Aa,AAA,largest,3,0,0.275294,0.334671,0.643018,0.86,SimpleBudgetV1
8,22_MBP,MBP,monastery,4,0,0.349273,0.393287,0.782798,1,SimpleBudgetV1
9,14_ChJjSh,FVS,monastery,4,0,0.431799,0.472145,0.952928,0.682,SimpleBudgetV1
10,03_Ee,EEE,monastery,4,0,0.411626,0.50699,0.968394,0.86,SimpleBudgetV1
11,03_Ee,EEE,monastery,4,0,0.475813,0.53083,1.06119,0.86,SimpleBudgetV1
12,04_Ih,EEE,in,5,0,0.561868,0.583045,1.20695,0.22,SimpleBudgetV1
13,07_Aa,AAA,africa,6,0,0.590577,0.6303,1.28703,0.86,SimpleBudgetV1
14,20_FV,FVS,africa,6,0,0.617059,0.651107,1.33689,1,SimpleBudgetV1
15,10_Or,OOO,africa,6,0,0.652526,0.692249,1.41765,0.22,SimpleBudgetV1
16,07_Aa,AAA,africa,6,0,0.644014,0.717785,1.43559,0.86,SimpleBudgetV1
17,07_Aa,AAA,africa,6,0,0.693668,0.736228,1.50738,0.86,SimpleBudgetV1
18,09_Oh,OOO,kom,7,0,0.768166,0.813149,1.667,0.82,SimpleBudgetV1
19,22_MBP,MBP,kom,7,0,0.802191,0.822953,1.71321,1,SimpleBudgetV1
20,06_Eh,EEE,el,8,0,0.854671,0.899654,1.84939,0.74,SimpleBudgetV1
21,04_Ih,EEE,hisn,9,0,0.941176,0.986159,2.03177,0.64,SimpleBudgetV1
