word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,we,1,heard,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,heard,2,thunder,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,thunder,3,heavy,",",",",region_break,1,comma_with_lull,0.370000,0.370000,0.370000,0.370000,0,1
3,heavy,4,rain,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
4,rain,5,rushing,",",",",region_break,1,comma_with_lull,0.300000,0.300000,0.300000,0.300000,1,2
5,rushing,6,water,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
6,water,7,snapping,",",",",region_break,1,comma_with_lull,0.320000,0.320000,0.320000,0.320000,2,3
7,snapping,8,branches,,,none,0,none,0.000000,0.000000,0.000000,0.000000,3,3
8,branches,9,barking,",",",",region_break,1,comma_with_lull,0.330000,0.330000,0.330000,0.330000,3,4
9,barking,10,dogs,,,none,0,none,0.000000,0.000000,0.000000,0.000000,4,4
10,dogs,11,and,",",",",region_break,1,comma_with_lull,0.290000,0.290000,0.290000,0.290000,4,5
11,and,12,a,,,none,0,none,0.000000,0.000000,0.000000,0.000000,5,5
12,a,13,distant,,,none,0,none,0.000000,0.000000,0.000000,0.000000,5,5
13,distant,14,alarm,,,none,0,none,0.000000,0.000000,0.000000,0.000000,5,5
