EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,20_FV,FVS,venezuela,0,0,0,0.0586175,0.0469351,1,SimpleBudgetV1
1,11_Oo,OOO,venezuela,0,0,0.0781567,0.205161,0.226853,0.94,SimpleBudgetV1
2,11_Oo,OOO,venezuela,0,0,0.163641,0.236912,0.320723,0.94,SimpleBudgetV1
3,07_Aa,AAA,has,1,0,0.278249,0.306452,0.46817,0.86,SimpleBudgetV1
4,24_Tongue_Th,FVS,the,2,0,0.331336,0.347926,0.543887,0.42,SimpleBudgetV1
5,06_Eh,EEE,the,2,0,0.363687,0.393548,0.606319,0.74,SimpleBudgetV1
6,12_Ww-Oo-,WUH,world's,3,0,0.407834,0.4447,0.682626,1,SimpleBudgetV1
7,09_Oh,OOO,world's,3,0,0.447005,0.506912,0.763803,0.82,SimpleBudgetV1
8,07_Aa,AAA,largest,4,0,0.536643,0.579223,0.893475,0.86,SimpleBudgetV1
9,07_Aa,AAA,largest,4,0,0.574009,0.653088,0.982538,0.86,SimpleBudgetV1
10,04_Ih,EEE,oil,5,0,0.714286,0.774194,1.19183,0.581135,SimpleBudgetV1
11,06_Eh,EEE,reserves,6,0,0.802995,0.856912,1.32909,0.74,SimpleBudgetV1
12,14_ChJjSh,FVS,reserves,6,0,0.881797,0.927419,1.44864,0.64,SimpleBudgetV1
13,06_Eh,EEE,reserves,6,0,0.858986,0.96682,1.46193,0.74,SimpleBudgetV1
14,20_FV,FVS,reserves,6,0,0.910311,0.960081,1.49763,1,SimpleBudgetV1
15,06_Eh,EEE,reserves,6,0,0.927938,0.994297,1.53914,0.74,SimpleBudgetV1
