ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,20_FV,venezuela,0,0,0.0469351,0.721629,0.67,0.773257,1,0.0816287,0.12,1.1
1,1,11_Oo,venezuela,0,0,0.226853,0.861629,0.774129,0.949129,0.94,0.101629,0.12,1.1
2,2,11_Oo,venezuela,0,0,0.320723,1.00163,0.937093,1.06616,0.94,0.0816285,0.12,1.1
3,3,07_Aa,has,1,0,0.46817,1.18499,1.15749,1.21249,0.86,0.104988,0.12,1.1
4,4,24_Tongue_Th,the,2,0,0.543887,1.26828,1.24078,1.29578,0.42,0.108275,0.12,1.1
5,5,06_Eh,the,2,0,0.606319,1.33695,1.30945,1.36445,0.74,0.0969511,0.12,1.1
6,6,12_Ww-Oo-,world's,3,0,0.682626,1.42089,1.38842,1.45336,1,0.100888,0.12,1.1
7,7,09_Oh,world's,3,0,0.763803,1.51018,1.45742,1.56295,0.82,0.110183,0.12,1.1
8,8,07_Aa,largest,4,0,0.893475,1.65282,1.61532,1.69033,0.86,0.0928231,0.12,1.1
9,9,07_Aa,largest,4,0,0.982538,1.75079,1.68114,1.82044,0.86,0.110793,0.12,1.1
10,10,04_Ih,oil,5,0,1.19183,2.10008,2.03527,2.16489,0.581135,0.0935667,0.12,1.35112
11,11,06_Eh,reserves,6,0,1.32909,2.37734,2.31602,2.43867,0.74,0.115066,0.12,1.42051
12,12,14_ChJjSh,reserves,6,0,1.44864,2.51734,2.46175,2.57294,0.64,0.117346,0.12,1.52194
13,13,06_Eh,reserves,6,0,1.46193,2.59563,2.50813,2.68313,0.74,0.0825627,0.12,1.52194
14,14,20_FV,reserves,6,0,1.49763,2.71825,2.65393,2.78257,1,-0.868626,0.15,1.61405
15,15,06_Eh,reserves,6,0,1.53914,2.85025,2.76449,2.93601,0.74,-0.736625,0.15,1.61405
