word_index,word,start,end,speech_region_index,sentence_index
0,you,0.430000,0.570000,0,-1
1,may,0.570000,0.720000,0,-1
2,borrow,0.720000,1.090000,0,-1
3,the,1.090000,1.200000,0,-1
4,camera,1.200000,1.820000,0,-1
5,provided,1.940000,2.510000,0,-1
6,that,2.510000,2.630000,0,-1
7,you,2.630000,2.760000,0,-1
8,return,2.760000,3.230000,0,-1
9,it,3.230000,3.470000,0,-1
10,before,3.470000,3.860000,0,-1
11,the,3.860000,3.950000,0,-1
12,weekend,3.950000,4.490000,0,-1
13,begins,4.490000,5.180000,0,-1
