ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,24_Tongue_Th,that's,0,0,0.0467926,0.495094,0.46,0.530189,0.42,0.0550945,0.09,1
1,1,07_Aa,that's,0,0,0.181321,0.629623,0.550661,0.708586,0.86,0.0696234,0.09,1
2,2,09_Oh,not,1,0,0.462077,0.910379,0.834341,0.986417,0.82,0.0703791,0.09,1
3,3,11_Oo,quite,2,0,0.754531,1.27467,1.19128,1.35806,1,0.0746683,0.09,1.0967
4,4,04_Ih,right,3,0,1.04699,1.62894,1.54309,1.7148,0.64,0.0689411,0.09,1.1291
5,5,10_Or,georgi,4,1,1.75935,2.41442,2.35,2.47884,0.68,-0.772457,0.15,1.19193
6,6,06_Eh,georgi,4,1,1.85457,2.52792,2.44042,2.61542,0.74,-0.658957,0.15,1.19193
7,7,04_Ih,georgi,4,1,1.98454,2.66792,2.5943,2.74154,0.72,-0.518957,0.15,1.19193
8,8,03_Ee,try,5,2,2.64718,3.06515,2.98999,3.14031,0.86,-0.121725,0.15,0.988492
9,9,07_Aa,again,6,2,2.80861,3.22473,3.1713,3.27815,0.86,0.0378516,0.15,0.988492
10,10,05_Ay,again,6,2,2.99391,3.36473,3.27723,3.45223,0.84,0.177852,0.15,0.988492
