PlaybackSec,EventIndex,PoseID,SourceWord,CommittedCenterSec,SubmittedWeight,SourceStrength
0.333333,0,03_Ee,hungary,0.361271,0.0684288,0.86
0.35,0,03_Ee,hungary,0.361271,0.86,0.86
0.366667,0,03_Ee,hungary,0.361271,0.86,0.86
0.383333,0,03_Ee,hungary,0.361271,0.850396,0.86
0.383333,1,10_Or,hungary,0.469209,0.00862699,0.22
0.4,0,03_Ee,hungary,0.361271,0.674911,0.86
0.4,1,10_Or,hungary,0.469209,0.192056,0.22
0.416667,0,03_Ee,hungary,0.361271,0.327934,0.86
0.416667,1,10_Or,hungary,0.469209,0.568959,0.22
0.433333,0,03_Ee,hungary,0.361271,0.0559117,0.86
0.433333,1,10_Or,hungary,0.469209,0.873068,0.22
0.45,1,10_Or,hungary,0.469209,0.94,0.22
0.466667,1,10_Or,hungary,0.469209,0.94,0.22
0.466667,2,03_Ee,hungary,0.488258,0.700666,0.86
0.483334,1,10_Or,hungary,0.469209,0.94,0.22
0.483334,2,03_Ee,hungary,0.488258,0.86,0.86
0.5,1,10_Or,hungary,0.469209,0.704622,0.22
0.5,2,03_Ee,hungary,0.488258,0.86,0.86
0.516667,1,10_Or,hungary,0.469209,0.00502081,0.22
0.516667,2,03_Ee,hungary,0.488258,0.743592,0.86
0.516667,3,03_Ee,hungary,0.56445,0.199523,0.86
0.533333,2,03_Ee,hungary,0.488258,0.273298,0.86
0.533333,3,03_Ee,hungary,0.56445,0.683277,0.86
0.55,2,03_Ee,hungary,0.488258,0.00368805,0.86
0.55,3,03_Ee,hungary,0.56445,0.859995,0.86
0.566667,3,03_Ee,hungary,0.56445,0.86,0.86
0.583333,3,03_Ee,hungary,0.56445,0.85888,0.86
0.6,3,03_Ee,hungary,0.56445,0.7884,0.86
0.616667,3,03_Ee,hungary,0.56445,0.576073,0.86
0.633333,3,03_Ee,hungary,0.56445,0.295645,0.86
0.65,3,03_Ee,hungary,0.56445,0.0780052,0.86
0.65,4,04_Ih,is,0.702432,0.0715293,0.428467
0.666667,3,03_Ee,hungary,0.56445,0.00167815,0.86
0.666667,4,04_Ih,is,0.702432,0.285185,0.428467
0.683333,4,04_Ih,is,0.702432,0.421984,0.428467
0.7,4,04_Ih,is,0.702432,0.428467,0.428467
0.716667,4,04_Ih,is,0.702432,0.42837,0.428467
0.733333,4,04_Ih,is,0.702432,0.387509,0.428467
0.75,4,04_Ih,is,0.702432,0.249397,0.428467
0.766667,4,04_Ih,is,0.702432,0.0880222,0.428467
0.783333,4,04_Ih,is,0.702432,0.00566607,0.428467
0.833333,6,22_MBP,home,0.883244,0.215386,1
0.85,5,06_Eh,home,0.873244,0.147486,0.74
0.85,6,22_MBP,home,0.883244,1,1
0.866666,5,06_Eh,home,0.873244,0.3108,0.74
0.866666,6,22_MBP,home,0.883244,1,1
0.883333,5,06_Eh,home,0.873244,0.3108,0.74
0.883333,6,22_MBP,home,0.883244,1,1
0.9,5,06_Eh,home,0.873244,0.198355,0.74
0.9,6,22_MBP,home,0.883244,1,1
0.916666,6,22_MBP,home,0.883244,1,1
0.933333,6,22_MBP,home,0.883244,0.902947,1
0.933333,7,11_Oo,to,1.04096,0.0429143,0.94
0.95,6,22_MBP,home,0.883244,0.506949,1
0.95,7,11_Oo,to,1.04096,0.204315,0.94
0.966666,6,22_MBP,home,0.883244,0.104765,1
0.966666,7,11_Oo,to,1.04096,0.458986,0.94
0.983333,7,11_Oo,to,1.04096,0.717706,0.94
1,7,11_Oo,to,1.04096,0.888791,0.94
1.01667,7,11_Oo,to,1.04096,0.939432,0.94
1.03333,7,11_Oo,to,1.04096,0.94,0.94
1.05,7,11_Oo,to,1.04096,0.94,0.94
1.06667,7,11_Oo,to,1.04096,0.92846,0.94
1.08333,7,11_Oo,to,1.04096,0.565463,0.94
1.08333,8,24_Tongue_Th,the,1.11483,0.180656,0.42
1.1,7,11_Oo,to,1.04096,0.0723108,0.94
1.1,8,24_Tongue_Th,the,1.11483,0.413882,0.42
1.11667,8,24_Tongue_Th,the,1.11483,0.42,0.42
1.13333,8,24_Tongue_Th,the,1.11483,0.398506,0.42
1.13333,9,06_Eh,the,1.18034,0.0838817,0.74
1.15,8,24_Tongue_Th,the,1.11483,0.159337,0.42
1.15,9,06_Eh,the,1.18034,0.546334,0.74
1.16667,8,24_Tongue_Th,the,1.11483,0.000859215,0.42
1.16667,9,06_Eh,the,1.18034,0.74,0.74
1.18333,9,06_Eh,the,1.18034,0.74,0.74
1.2,9,06_Eh,the,1.18034,0.736963,0.74
1.21667,9,06_Eh,the,1.18034,0.614518,0.74
1.21667,10,07_Aa,largest,1.28805,0.0614122,0.86
1.23333,9,06_Eh,the,1.18034,0.325173,0.74
1.23333,10,07_Aa,largest,1.28805,0.34057,0.86
1.25,9,06_Eh,the,1.18034,0.0690535,0.74
1.25,10,07_Aa,largest,1.28805,0.68576,0.86
1.26667,10,07_Aa,largest,1.28805,0.85246,0.86
1.28333,10,07_Aa,largest,1.28805,0.86,0.86
1.3,10,07_Aa,largest,1.28805,0.86,0.86
1.31667,10,07_Aa,largest,1.28805,0.788174,0.86
1.31667,11,07_Aa,largest,1.3815,0.0498169,0.86
1.33333,10,07_Aa,largest,1.28805,0.442507,0.86
1.33333,11,07_Aa,largest,1.3815,0.369424,0.86
1.35,10,07_Aa,largest,1.28805,0.0849689,0.86
1.35,11,07_Aa,largest,1.3815,0.74637,0.86
1.36667,11,07_Aa,largest,1.3815,0.85998,0.86
1.38333,11,07_Aa,largest,1.3815,0.86,0.86
1.4,11,07_Aa,largest,1.3815,0.859888,0.86
1.41667,11,07_Aa,largest,1.3815,0.849839,0.86
1.43333,11,07_Aa,largest,1.3815,0.809975,0.86
1.45,11,07_Aa,largest,1.3815,0.732464,0.86
1.46667,11,07_Aa,largest,1.3815,0.620725,0.86
1.48333,11,07_Aa,largest,1.3815,0.486124,0.86
1.5,11,07_Aa,largest,1.3815,0.3612,0.86
1.51667,11,07_Aa,largest,1.3815,0.3612,0.86
1.53333,11,07_Aa,largest,1.3815,0.3612,0.86
1.55,11,07_Aa,largest,1.3815,0.0386695,0.86
1.56667,11,07_Aa,largest,1.3815,0.00610968,0.86
1.58333,12,09_Oh,hot,1.6011,0.766597,0.82
1.6,12,09_Oh,hot,1.6011,0.82,0.82
1.61667,12,09_Oh,hot,1.6011,0.819955,0.82
1.63333,12,09_Oh,hot,1.6011,0.768129,0.82
1.65,12,09_Oh,hot,1.6011,0.565693,0.82
1.66667,12,09_Oh,hot,1.6011,0.282197,0.82
1.68333,12,09_Oh,hot,1.6011,0.0656858,0.82
1.68333,13,22_MBP,spring,1.73079,0.466835,1
1.7,13,22_MBP,spring,1.73079,1,1
1.71667,13,22_MBP,spring,1.73079,1,1
1.73333,13,22_MBP,spring,1.73079,1,1
1.75,13,22_MBP,spring,1.73079,1,1
1.76667,13,22_MBP,spring,1.73079,0.999249,1
1.76667,14,04_Ih,spring,1.79467,0.00677402,0.224587
1.78333,13,22_MBP,spring,1.73079,0.635305,1
1.78333,14,04_Ih,spring,1.79467,0.224587,0.224587
