EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,07_Aa,AAA,lahore,0,0,0.0135574,0.0480672,0.0603992,0.86,SimpleBudgetV1
1,07_Aa,AAA,lahore,0,0,0.0394398,0.103529,0.140126,0.86,SimpleBudgetV1
2,07_Aa,AAA,has,1,0,0.150812,0.173669,0.318029,0.86,SimpleBudgetV1
3,24_Tongue_Th,FVS,the,2,0,0.193838,0.207283,0.393144,0.42,SimpleBudgetV1
4,06_Eh,EEE,the,2,0,0.220056,0.244258,0.455081,0.74,SimpleBudgetV1
5,07_Aa,AAA,lahore,3,0,0.27126,0.30577,0.565556,0.86,SimpleBudgetV1
6,07_Aa,AAA,lahore,3,0,0.297143,0.361232,0.645283,0.86,SimpleBudgetV1
7,20_FV,FVS,fort,4,0,0.380952,0.403361,0.768717,1,SimpleBudgetV1
8,09_Oh,OOO,fort,4,0,0.410831,0.459384,0.85291,0.82,SimpleBudgetV1
9,07_Aa,AAA,grand,5,1,0.555556,0.604108,1.1366,0.94,SimpleBudgetV1
10,07_Aa,AAA,and,6,1,0.646611,0.669468,1.28991,0.86,SimpleBudgetV1
11,04_Ih,EEE,rich,7,1,0.716153,0.764706,1.45141,0.235,SimpleBudgetV1
12,14_ChJjSh,FVS,rich,7,1,0.735761,0.75817,1.46422,0.682,SimpleBudgetV1
13,04_Ih,EEE,in,8,1,0.807208,0.830065,1.60472,0.256163,SimpleBudgetV1
14,03_Ee,EEE,history,9,1,0.854528,0.894342,1.71409,0.86,SimpleBudgetV1
15,14_ChJjSh,FVS,history,9,1,0.912717,0.946405,1.82215,0.661,SimpleBudgetV1
16,03_Ee,EEE,history,9,1,0.895873,0.9755,1.83416,0.86,SimpleBudgetV1
17,03_Ee,EEE,history,9,1,0.949468,0.995406,1.9062,0.86,SimpleBudgetV1
