start,end,phone,word,confidence,word_index,speech_region_index,phone_index,phrase_index,sentence_index,alignment_reason
0.110000,0.140000,HH,hello,1.0,0,0,0,0,-1,mfa_textgrid_phone
0.140000,0.190000,EH0,hello,1.0,0,0,1,0,-1,mfa_textgrid_phone
0.190000,0.270000,L,hello,1.0,0,0,2,0,-1,mfa_textgrid_phone
0.270000,0.400000,OW1,hello,1.0,0,0,3,0,-1,mfa_textgrid_phone
0.400000,0.460000,DH,there,1.0,1,0,0,0,-1,mfa_textgrid_phone
0.460000,0.570000,EH1,there,1.0,1,0,1,0,-1,mfa_textgrid_phone
0.570000,0.810000,R,there,1.0,1,0,2,0,-1,mfa_textgrid_phone
0.930000,0.960000,HH,what,1.0,2,0,0,0,-1,mfa_textgrid_phone
0.960000,1.020000,W,what,1.0,2,0,1,0,-1,mfa_textgrid_phone
1.020000,1.070000,AH1,what,1.0,2,0,2,0,-1,mfa_textgrid_phone
1.070000,1.100000,T,what,1.0,2,0,3,0,-1,mfa_textgrid_phone
1.100000,1.140000,K,can,1.0,3,0,0,0,-1,mfa_textgrid_phone
1.140000,1.190000,AH0,can,1.0,3,0,1,0,-1,mfa_textgrid_phone
1.190000,1.220000,N,can,1.0,3,0,2,0,-1,mfa_textgrid_phone
1.220000,1.310000,AY1,i,1.0,4,0,0,0,-1,mfa_textgrid_phone
1.310000,1.400000,G,get,1.0,5,0,0,0,-1,mfa_textgrid_phone
1.400000,1.500000,EH1,get,1.0,5,0,1,0,-1,mfa_textgrid_phone
1.500000,1.540000,T,get,1.0,5,0,2,0,-1,mfa_textgrid_phone
1.540000,1.610000,F,for,1.0,6,0,0,0,-1,mfa_textgrid_phone
1.610000,1.660000,ER0,for,1.0,6,0,1,0,-1,mfa_textgrid_phone
1.660000,1.760000,Y,you,1.0,7,0,0,0,-1,mfa_textgrid_phone
1.760000,1.810000,UW1,you,1.0,7,0,1,0,-1,mfa_textgrid_phone
1.810000,1.890000,T,today,1.0,8,0,0,0,-1,mfa_textgrid_phone
1.890000,1.940000,AH0,today,1.0,8,0,1,0,-1,mfa_textgrid_phone
1.940000,1.980000,D,today,1.0,8,0,2,0,-1,mfa_textgrid_phone
1.980000,2.240000,EY1,today,1.0,8,0,3,0,-1,mfa_textgrid_phone
