index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,22_MBP,micronesia,0,0,0,0.012821,1.000000,M,0,cmu_bilabial
1,05_Ay,micronesia,0,0,0,0.038462,0.940000,AY,1,cmu_ay
2,09_Oh,micronesia,0,0,0,0.115385,0.500000,OW,4,cmu_oh_vowel
3,03_Ee,micronesia,0,0,0,0.166667,0.920000,IY,6,cmu_front_vowel
4,14_ChJjSh,micronesia,0,0,0,0.192308,0.820000,ZH,7,cmu_affricate_sibilant
5,05_Ay,tiny,1,1,1,0.274038,0.940000,AY,1,cmu_ay
6,03_Ee,tiny,1,1,1,0.331731,0.500000,IY,3,cmu_front_vowel
7,05_Ay,islands,2,1,1,0.358974,0.940000,AY,0,cmu_ay
8,22_MBP,mostly,3,2,1,0.512820,1.000000,M,0,cmu_bilabial
9,09_Oh,mostly,3,2,1,0.538462,0.920000,OW,1,cmu_oh_vowel
10,03_Ee,mostly,3,2,1,0.641026,0.500000,IY,5,cmu_front_vowel
11,09_Oh,unknown,4,2,1,0.734615,0.920000,OW,3,cmu_oh_vowel
12,12_Ww-Oo-,want,5,3,2,0.778846,0.880000,W,0,cmu_w
13,07_Aa,want,5,3,2,0.798077,0.920000,AA,1,cmu_open_vowel
14,07_Aa,some,6,3,2,0.884615,0.920000,AH,1,cmu_open_vowel
15,22_MBP,some,6,3,2,0.910256,1.000000,M,2,cmu_bilabial
16,14_ChJjSh,chips,7,3,2,0.932692,0.820000,CH,0,cmu_affricate_sibilant
17,03_Ee,chips,7,3,2,0.951923,0.920000,IH,1,cmu_front_vowel
18,22_MBP,chips,7,3,2,0.971154,1.000000,P,2,cmu_bilabial
