ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,07_Aa,kyrgyzstan,0,0,0.134361,0.715369,0.627869,0.802869,0.94,0.0753688,0.09,1.395
1,1,14_ChJjSh,kyrgyzstan,0,0,0.403083,0.855369,0.767869,0.942869,0.783,0.0553687,0.09,1.395
2,2,07_Aa,kyrgyzstan,0,0,0.432941,0.950227,0.862727,1.03773,0.86,0.0820206,0.09,1.395
3,3,07_Aa,kyrgyzstan,0,0,0.612089,1.09023,1.00273,1.17773,0.86,0.0502267,0.09,1.395
4,4,04_Ih,is,1,0,0.919627,1.53776,1.46696,1.60857,0.54,0.0592422,0.09,1.395
5,5,09_Oh,known,2,0,1.28555,2.04369,1.95619,2.13119,0.82,0.068233,0.09,1.395
6,6,20_FV,for,3,0,1.49556,2.39369,2.33599,2.4514,1,0.0766442,0.09,1.395
7,7,10_Or,for,3,0,1.6329,2.53369,2.46288,2.6045,0.36,0.0536938,0.09,1.395
8,8,04_Ih,its,4,0,1.99883,3.03962,2.95212,3.12712,0.64,0.0641623,0.09,1.395
9,9,22_MBP,beautiful,5,0,2.24765,3.10182,3.02837,3.17527,1,-0.138174,0.09,0.82
10,10,03_Ee,beautiful,5,0,2.38035,3.14182,3.05613,3.22752,0.86,-0.0981743,0.09,0.82
11,11,03_Ee,beautiful,5,0,2.60594,3.18182,3.09432,3.26932,0.86,-0.0581744,0.09,0.82
12,12,20_FV,beautiful,5,0,2.7121,3.21898,3.14553,3.29243,1,-0.0210176,0.09,0.82
13,13,07_Aa,lakes,6,0,3.08367,3.28898,3.22614,3.35182,0.94,0.0489824,0.09,0.82
14,14,07_Aa,lakes,6,0,3.23694,3.32898,3.24148,3.41648,0.86,0.0889823,0.09,0.82
15,15,06_Eh,lakes,6,0,3.30263,3.35197,3.28015,3.42379,0.74,0.0719731,0.09,0.82
16,16,07_Aa,and,7,0,3.64002,3.53422,3.49259,3.57584,0.86,0.0542178,0.09,0.82
17,17,24_Tongue_Th,the,8,0,3.81022,3.67377,3.63985,3.70769,0.42,0.0737743,0.09,0.82
18,18,06_Eh,the,8,0,3.95055,3.78884,3.74477,3.83292,0.74,0.0688472,0.09,0.82
19,19,07_Aa,ala,9,0,4.15524,3.95669,3.89385,4.01954,0.94,0.0766964,0.09,0.82
20,20,07_Aa,ala,9,0,4.3815,4.09669,4.00919,4.18419,0.94,0.0566964,0.09,0.82
21,21,11_Oo,too,10,0,4.79653,4.48255,4.43603,4.52906,0.94,0.0825486,0.09,0.82
22,22,22_MBP,mountains,11,0,4.97136,4.62591,4.56552,4.6863,1,0.0659146,0.09,0.82
23,23,09_Oh,mountains,11,0,5.04637,4.68742,4.61696,4.75788,0.82,0.0874252,0.09,0.82
24,24,14_ChJjSh,mountains,11,0,5.24141,4.82742,4.77206,4.88278,0.703,0.0674253,0.09,0.82
25,25,09_Oh,mountains,11,0,5.26596,4.86748,4.77998,4.95498,0.82,0.0674853,0.09,0.82
26,26,07_Aa,how,12,1,6.29234,5.72234,5.67519,5.76948,0.86,-0.744538,0.15,1.13967
27,27,11_Oo,how,12,1,6.35869,5.79796,5.71045,5.88546,0.94,-0.66892,0.15,1.13967
28,28,07_Aa,can,13,1,6.63969,6.1182,6.06035,6.17605,0.86,-0.348676,0.15,1.13967
29,29,05_Ay,i,14,1,6.9323,6.45168,6.37001,6.53335,0.84,-0.0151978,0.15,1.13967
30,30,07_Aa,assist,15,1,7.10929,6.65339,6.56605,6.74073,0.94,0.186514,0.15,1.13967
31,31,07_Aa,assist,15,1,7.38116,6.79339,6.70589,6.88089,0.94,0.326514,0.15,1.13967
32,32,11_Oo,you,16,1,7.8433,7.39552,7.30802,7.48303,1,0.95,0.15,1.13967
33,33,11_Oo,today,17,1,8.21188,7.48688,7.39937,7.57438,1,1.02,0.15,1.13967
34,34,05_Ay,today,17,1,8.45273,7.52688,7.43937,7.61438,0.84,1.06,0.15,1.13967
