word_index,word,start,end,speech_region_index,sentence_index
0,before,0.450000,0.790000,0,-1
1,leaving,0.790000,1.340000,0,-1
2,turn,1.420000,1.670000,0,-1
3,off,1.670000,1.890000,0,-1
4,the,1.890000,1.990000,0,-1
5,lamps,1.990000,2.510000,0,-1
6,close,2.510000,2.890000,0,-1
7,the,2.890000,2.980000,0,-1
8,windows,2.980000,3.600000,0,-1
9,feed,3.690000,4.010000,0,-1
10,the,4.010000,4.080000,0,-1
11,cat,4.080000,4.480000,0,-1
12,lock,4.920000,5.240000,1,-1
13,the,5.240000,5.330000,1,-1
14,back,5.330000,5.640000,1,-1
15,door,5.640000,6.040000,1,-1
16,and,6.300000,6.420000,2,-1
17,check,6.420000,6.670000,2,-1
18,the,6.670000,6.770000,2,-1
19,stove,6.770000,7.280000,2,-1
