ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,04_Ih,i'll,0,0,0.127484,0.467148,0.41,0.524296,0.38,0.0671481,0.09,1
1,1,22_MBP,make,1,0,0.24178,0.581444,0.553944,0.608944,1,0.0614443,0.09,1
2,2,07_Aa,make,1,0,0.347284,0.686948,0.6298,0.744096,0.86,0.0869483,0.09,1
3,3,11_Oo,you,2,0,0.562689,0.902353,0.823225,0.981481,1,0.0623526,0.09,1
4,4,07_Aa,a,3,0,0.75119,1.09085,1.06335,1.11835,0.86,0.0508534,0.09,1
5,5,07_Aa,ham,4,0,0.945141,1.28481,1.22766,1.34195,0.86,0.0848053,0.09,1
6,6,22_MBP,ham,4,0,1.00082,1.34049,1.31299,1.36799,1,0.0604881,0.09,1
7,7,07_Aa,sandwich,5,0,1.09601,1.43568,1.39339,1.47797,0.86,0.0756763,0.09,1
8,8,07_Aa,sandwich,5,0,1.22613,1.5658,1.48122,1.65038,0.86,0.0857983,0.09,1
9,9,14_ChJjSh,sandwich,5,0,1.30583,1.6455,1.60646,1.68453,0.739198,0.085498,0.09,1
10,10,22_MBP,matthew,6,1,1.81267,2.24142,2.20661,2.27624,1,0.0814226,0.09,1
11,11,24_Tongue_Th,matthew,6,1,1.94323,2.38142,2.34375,2.41909,0.42,0.0614228,0.09,1.08198
12,12,12_Ww-Oo-,matthew,6,1,2.00996,2.51315,2.45305,2.57326,1,0.081423,0.09,1.15088
13,13,22_MBP,but,7,2,2.5105,2.74935,2.72185,2.77685,1,0.0693533,0.09,1
14,14,18_Uh,but,7,2,2.58647,2.84491,2.81741,2.87241,0.22,0.0849078,0.09,1
15,15,06_Eh,remember,8,2,2.72415,3.05763,2.99989,3.11537,0.74,0.0576305,0.09,1.12255
16,16,22_MBP,remember,8,2,2.77657,3.11648,3.06318,3.16977,1,0.0764771,0.09,1.12255
17,17,10_Or,remember,8,2,2.85867,3.20364,3.13698,3.27029,0.22,-0.623238,0.15,1.20344
18,18,06_Eh,remember,8,2,2.88241,3.2322,3.1447,3.3197,0.74,-0.59467,0.15,1.20344
19,19,06_Eh,remember,8,2,2.97439,3.3429,3.26672,3.41909,0.74,-0.48397,0.15,1.20344
20,20,09_Oh,no,9,3,3.56125,3.80087,3.77337,3.82837,0.82,-0.0260057,0.15,0.97134
21,21,20_FV,freebies,10,3,3.66676,3.90335,3.86543,3.94127,1,0.0764749,0.15,0.97134
22,22,22_MBP,freebies,10,3,3.81071,4.04317,4.00525,4.08109,1,0.216296,0.15,0.97134
23,23,03_Ee,freebies,10,3,3.8164,4.05317,3.97102,4.13533,0.86,0.226297,0.15,0.97134
