EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,04_Ih,EEE,i'll,0,0,0.0230382,0.0604752,0.127484,0.38,SimpleBudgetV1
1,22_MBP,MBP,make,1,0,0.0705543,0.087833,0.24178,1,SimpleBudgetV1
2,07_Aa,AAA,make,1,0,0.0950324,0.132469,0.347284,0.86,SimpleBudgetV1
3,11_Oo,OOO,you,2,0,0.158387,0.210223,0.562689,1,SimpleBudgetV1
4,07_Aa,AAA,a,3,0,0.237235,0.25486,0.75119,0.86,SimpleBudgetV1
5,07_Aa,AAA,ham,4,0,0.290857,0.328294,0.945141,0.86,SimpleBudgetV1
6,22_MBP,MBP,ham,4,0,0.319174,0.336453,1.00082,1,SimpleBudgetV1
7,07_Aa,AAA,sandwich,5,0,0.34514,0.372844,1.09601,0.86,SimpleBudgetV1
8,07_Aa,AAA,sandwich,5,0,0.373909,0.429316,1.22613,0.86,SimpleBudgetV1
9,14_ChJjSh,FVS,sandwich,5,0,0.414932,0.440504,1.30583,0.739198,SimpleBudgetV1
10,22_MBP,MBP,matthew,6,1,0.48406,0.506868,1.51267,1,SimpleBudgetV1
11,24_Tongue_Th,FVS,matthew,6,1,0.526825,0.549633,1.64323,0.42,SimpleBudgetV1
12,12_Ww-Oo-,WUH,matthew,6,1,0.542981,0.577192,1.70996,1,SimpleBudgetV1
13,22_MBP,MBP,but,7,2,0.619554,0.631994,1.9105,1,SimpleBudgetV1
14,18_Uh,AAA,but,7,2,0.641843,0.659467,1.98647,0.22,SimpleBudgetV1
15,06_Eh,EEE,remember,8,2,0.678906,0.712599,2.12415,0.74,SimpleBudgetV1
16,22_MBP,MBP,remember,8,2,0.697372,0.728474,2.17657,1,SimpleBudgetV1
17,10_Or,OOO,remember,8,2,0.72167,0.757955,2.25867,0.22,SimpleBudgetV1
18,06_Eh,EEE,remember,8,2,0.713895,0.781282,2.28241,0.74,SimpleBudgetV1
19,06_Eh,EEE,remember,8,2,0.756983,0.798452,2.37439,0.74,SimpleBudgetV1
20,09_Oh,OOO,no,9,3,0.862865,0.88049,2.66125,0.82,SimpleBudgetV1
21,20_FV,FVS,freebies,10,3,0.893449,0.919021,2.76676,1,SimpleBudgetV1
22,22_MBP,MBP,freebies,10,3,0.940598,0.96617,2.91071,1,SimpleBudgetV1
23,03_Ee,EEE,freebies,10,3,0.927545,0.982952,2.9164,0.86,SimpleBudgetV1
