EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,07_Aa,AAA,calcutta,0,0,0.00859599,0.0532951,0.0619572,0.86,SimpleBudgetV1
1,24_Tongue_Th,FVS,calcutta,0,0,0.0704871,0.108309,0.178988,0.42,SimpleBudgetV1
2,07_Aa,AAA,calcutta,0,0,0.0550143,0.144413,0.19964,0.86,SimpleBudgetV1
3,07_Aa,AAA,calcutta,0,0,0.115186,0.166762,0.28225,0.86,SimpleBudgetV1
4,07_Aa,AAA,has,1,0,0.200115,0.223496,0.424063,0.86,SimpleBudgetV1
5,24_Tongue_Th,FVS,the,2,0,0.244126,0.25788,0.502542,0.42,SimpleBudgetV1
6,06_Eh,EEE,the,2,0,0.270946,0.295702,0.567253,0.74,SimpleBudgetV1
7,09_Oh,OOO,howrah,3,0,0.323324,0.358625,0.682677,0.82,SimpleBudgetV1
8,09_Oh,OOO,howrah,3,0,0.349799,0.415358,0.765975,0.82,SimpleBudgetV1
9,07_Aa,AAA,howrah,3,0,0.38384,0.424183,0.808886,0.86,SimpleBudgetV1
10,22_MBP,MBP,bridge,4,0,0.43362,0.456543,0.891113,1,SimpleBudgetV1
11,06_Eh,EEE,bridge,4,0,0.466094,0.515759,0.982902,0.74,SimpleBudgetV1
12,07_Aa,AAA,a,5,1,0.611767,0.635148,1.24825,0.86,SimpleBudgetV1
13,20_FV,FVS,famous,6,1,0.65234,0.682598,1.33636,1,SimpleBudgetV1
14,07_Aa,AAA,famous,6,1,0.666208,0.701509,1.36918,0.86,SimpleBudgetV1
15,22_MBP,MBP,famous,6,1,0.689742,0.72,1.41125,1,SimpleBudgetV1
16,09_Oh,OOO,famous,6,1,0.692684,0.758243,1.45248,0.82,SimpleBudgetV1
17,05_Ay,EEE,railway,7,1,0.796785,0.832086,1.63061,0.84,SimpleBudgetV1
18,03_Ee,EEE,railway,7,1,0.818758,0.884317,1.70489,0.86,SimpleBudgetV1
19,03_Ee,EEE,railway,7,1,0.866306,0.90665,1.77485,0.86,SimpleBudgetV1
20,22_MBP,MBP,bridge,8,1,0.902579,0.925501,1.83003,1,SimpleBudgetV1
21,06_Eh,EEE,bridge,8,1,0.935053,0.984718,1.92182,0.74,SimpleBudgetV1
