index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,14_ChJjSh,chad,0,0,0,0.012151,0.820000,CH,0,cmu_affricate_sibilant
1,07_Aa,chad,0,0,0,0.032258,0.920000,AE,1,cmu_open_vowel
2,07_Aa,has,1,0,0,0.096774,0.920000,AE,1,cmu_open_vowel
3,20_FV,vast,2,0,0,0.137097,0.960000,V,0,cmu_fv
4,07_Aa,vast,2,0,0,0.153226,0.920000,AE,1,cmu_open_vowel
5,06_Eh,deserts,3,0,0,0.225806,0.920000,EH,1,cmu_eh_vowel
6,07_Aa,and,4,0,0,0.333333,0.500000,AH,0,cmu_open_vowel
7,03_Ee,interesting,5,0,0,0.397849,0.920000,IH,0,cmu_front_vowel
8,12_Ww-Oo-,wildlife,6,0,0,0.589862,0.880000,W,0,cmu_w
9,05_Ay,wildlife,6,0,0,0.608295,0.940000,AY,1,cmu_ay
10,20_FV,wildlife,6,0,0,0.700461,0.960000,F,6,cmu_fv
11,03_Ee,need,7,1,1,0.741935,0.920000,IY,1,cmu_front_vowel
12,06_Eh,anything,8,1,1,0.787634,0.920000,EH,0,cmu_eh_vowel
13,03_Ee,anything,8,1,1,0.841398,0.500000,IY,2,cmu_front_vowel
14,06_Eh,else,9,1,1,0.946237,0.920000,EH,0,cmu_eh_vowel
