word_index,word,start,end,speech_region_index,sentence_index
0,can,0.720000,0.880000,0,-1
1,we,0.880000,0.990000,0,-1
2,finish,0.990000,1.370000,0,-1
3,before,1.370000,1.690000,0,-1
4,sunset,1.690000,2.190000,0,-1
5,we,2.890000,3.020000,1,-1
6,can,3.020000,3.460000,1,-1
7,if,3.940000,4.090000,2,-1
8,one,4.090000,4.390000,2,-1
9,person,4.390000,4.780000,2,-1
10,prepares,4.780000,5.200000,2,-1
11,the,5.200000,5.290000,2,-1
12,tools,5.290000,5.820000,2,-1
13,another,6.060000,6.420000,3,-1
14,clears,6.420000,6.790000,3,-1
15,the,6.790000,6.880000,3,-1
16,work,6.880000,7.170000,3,-1
17,area,7.170000,7.580000,3,-1
18,and,7.840000,7.960000,4,-1
19,the,7.960000,8.020000,4,-1
20,rest,8.020000,8.300000,4,-1
21,of,8.300000,8.380000,4,-1
22,us,8.380000,8.550000,4,-1
23,move,8.550000,8.830000,4,-1
24,the,8.830000,8.910000,4,-1
25,heavy,8.910000,9.160000,4,-1
26,boards,9.160000,9.540000,4,-1
27,together,9.540000,10.100000,4,-1
