word_index,word,start,end,speech_region_index,sentence_index
0,the,0.360000,0.440000,0,-1
1,museum,0.440000,1.010000,0,-1
2,closes,1.010000,1.570000,0,-1
3,at,1.610000,1.790000,0,-1
4,six,1.790000,2.410000,0,-1
5,but,2.920000,3.030000,1,-1
6,if,3.030000,3.190000,1,-1
7,we,3.190000,3.320000,1,-1
8,arrive,3.320000,3.780000,1,-1
9,before,3.780000,4.120000,1,-1
10,four,4.120000,4.710000,1,-1
11,we,4.740000,4.830000,1,-1
12,can,4.830000,5.020000,1,-1
13,visit,5.020000,5.340000,1,-1
14,the,5.340000,5.410000,1,-1
15,glass,5.410000,5.760000,1,-1
16,gallery,5.760000,6.380000,1,-1
17,hear,6.810000,7.060000,2,-1
18,the,7.060000,7.160000,2,-1
19,short,7.160000,7.500000,2,-1
20,lecture,7.500000,8.090000,2,-1
21,and,8.240000,8.400000,3,-1
22,still,8.400000,8.690000,3,-1
23,have,8.690000,8.890000,3,-1
24,time,8.890000,9.210000,3,-1
25,for,9.210000,9.330000,3,-1
26,coffee,9.330000,9.730000,3,-1
27,across,9.730000,10.070000,3,-1
28,the,10.070000,10.190000,3,-1
29,street,10.190000,10.620000,3,-1
