EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,24_Tongue_Th,FVS,thailand,0,0,0,0.021619,0.0371254,0.42,SimpleBudgetV1
1,05_Ay,EEE,thailand,0,0,0.0288253,0.0756665,0.179439,0.84,SimpleBudgetV1
2,05_Ay,EEE,thailand,0,0,0.060353,0.0873767,0.25369,0.84,SimpleBudgetV1
3,04_Ih,EEE,is,1,0,0.108046,0.122946,0.396673,0.435298,SimpleBudgetV1
4,09_Oh,OOO,known,2,0,0.153378,0.185027,0.581129,0.82,SimpleBudgetV1
5,20_FV,FVS,for,3,0,0.194766,0.205283,0.686986,1,SimpleBudgetV1
6,10_Or,OOO,for,3,0,0.212733,0.227632,0.75622,0.270711,SimpleBudgetV1
7,04_Ih,EEE,its,4,0,0.258065,0.289714,0.940676,0.543985,SimpleBudgetV1
8,06_Eh,EEE,temples,5,0,0.30542,0.327916,1.0876,0.74,SimpleBudgetV1
9,22_MBP,MBP,temples,5,0,0.318504,0.337786,1.12702,1,SimpleBudgetV1
10,06_Eh,EEE,temples,5,0,0.325161,0.366939,1.18851,0.74,SimpleBudgetV1
11,07_Aa,AAA,and,6,0,0.39776,0.41266,1.3917,0.86,SimpleBudgetV1
12,09_Oh,OOO,delicious,7,0,0.429093,0.457578,1.52264,0.82,SimpleBudgetV1
13,14_ChJjSh,FVS,delicious,7,0,0.470724,0.494827,1.6581,0.661,SimpleBudgetV1
14,09_Oh,OOO,delicious,7,0,0.458673,0.515642,1.67315,0.82,SimpleBudgetV1
15,09_Oh,OOO,delicious,7,0,0.497018,0.529884,1.76345,0.82,SimpleBudgetV1
16,11_Oo,OOO,cuisine,8,0,0.544878,0.567373,1.91002,0.94,SimpleBudgetV1
17,11_Oo,OOO,cuisine,8,0,0.55888,0.600657,1.99122,0.94,SimpleBudgetV1
18,12_Ww-Oo-,WUH,what,9,1,0.645673,0.660572,2.24316,1,SimpleBudgetV1
19,07_Aa,AAA,what,9,1,0.66364,0.681169,2.30938,0.86,SimpleBudgetV1
20,07_Aa,AAA,can,10,1,0.708777,0.723676,2.45989,0.86,SimpleBudgetV1
21,05_Ay,EEE,i,11,1,0.748655,0.76969,2.60739,0.84,SimpleBudgetV1
22,09_Oh,OOO,offer,12,1,0.77524,0.797736,2.7012,0.82,SimpleBudgetV1
23,20_FV,FVS,offer,12,1,0.792915,0.812197,2.75639,1,SimpleBudgetV1
24,06_Eh,EEE,offer,12,1,0.804163,0.84594,2.83365,0.74,SimpleBudgetV1
25,11_Oo,OOO,you,13,1,0.870968,0.91479,3.0666,1,SimpleBudgetV1
26,11_Oo,OOO,today,14,1,0.934924,0.959026,3.2524,0.94,SimpleBudgetV1
27,05_Ay,EEE,today,14,1,0.965453,0.999197,3.37381,0.84,SimpleBudgetV1
