EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,22_MBP,MBP,poland,0,0,0,0.0231949,0.0584803,1,SimpleBudgetV1
1,09_Oh,OOO,poland,0,0,0.0115974,0.0411182,0.13291,0.82,SimpleBudgetV1
2,07_Aa,AAA,poland,0,0,0.033738,0.0885623,0.308351,0.94,SimpleBudgetV1
3,04_Ih,EEE,is,1,0,0.12901,0.148562,0.699831,0.38,SimpleBudgetV1
4,24_Tongue_Th,FVS,the,2,0,0.165815,0.177316,0.865122,0.42,SimpleBudgetV1
5,06_Eh,EEE,the,2,0,0.188243,0.208946,1.00142,0.74,SimpleBudgetV1
6,22_MBP,MBP,birthplace,3,0,0.218083,0.246454,1.17122,1,SimpleBudgetV1
7,24_Tongue_Th,FVS,birthplace,3,0,0.247636,0.276006,1.32024,0.42,SimpleBudgetV1
8,07_Aa,AAA,birthplace,3,0,0.258275,0.319744,1.45734,0.86,SimpleBudgetV1
9,09_Oh,OOO,of,4,0,0.362236,0.381789,1.87588,0.82,SimpleBudgetV1
10,20_FV,FVS,of,4,0,0.374888,0.38869,1.92518,1,SimpleBudgetV1
11,24_Tongue_Th,FVS,the,5,0,0.399042,0.410543,2.04117,0.42,SimpleBudgetV1
12,06_Eh,EEE,the,5,0,0.42147,0.442173,2.17747,0.74,SimpleBudgetV1
13,14_ChJjSh,FVS,chocolate,6,0,0.453674,0.488179,2.37466,0.765016,SimpleBudgetV1
14,09_Oh,OOO,chocolate,6,0,0.473482,0.513738,2.48904,0.82,SimpleBudgetV1
15,24_Tongue_Th,FVS,chocolate,6,0,0.51262,0.544249,2.66464,0.42,SimpleBudgetV1
16,07_Aa,AAA,chocolate,6,0,0.499681,0.574441,2.70814,0.86,SimpleBudgetV1
17,07_Aa,AAA,chocolate,6,0,0.55,0.593131,2.88213,0.94,SimpleBudgetV1
18,11_Oo,OOO,cookie,7,0,0.612886,0.63525,3.14688,0.94,SimpleBudgetV1
19,11_Oo,OOO,cookie,7,0,0.623003,0.664537,3.24622,0.94,SimpleBudgetV1
20,03_Ee,EEE,cookie,7,0,0.651225,0.676784,3.34825,0.86,SimpleBudgetV1
21,09_Oh,OOO,known,8,0,0.702875,0.744409,3.64898,0.82,SimpleBudgetV1
22,07_Aa,AAA,as,9,0,0.782748,0.824281,4.05174,0.94,SimpleBudgetV1
23,24_Tongue_Th,FVS,the,10,0,0.839936,0.851438,4.26439,0.42,SimpleBudgetV1
24,06_Eh,EEE,the,10,0,0.862364,0.883067,4.40069,0.74,SimpleBudgetV1
25,22_MBP,MBP,paczki,11,0,0.89246,0.917764,4.56404,1,SimpleBudgetV1
26,07_Aa,AAA,paczki,11,0,0.906166,0.935687,4.64379,0.86,SimpleBudgetV1
27,07_Aa,AAA,paczki,11,0,0.928307,0.983131,4.81923,0.94,SimpleBudgetV1
28,04_Ih,EEE,paczki,11,0,0.974345,1,4.97784,0.879239,SimpleBudgetV1
