ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,22_MBP,mauritania,0,0,0.041918,0.409848,0.36,0.459696,1,0.0898481,0.09,1.18918
1,1,24_Tongue_Th,mauritania,0,0,0.198158,0.549848,0.5,0.599696,0.42,0.0698482,0.09,1.18918
2,2,07_Aa,mauritania,0,0,0.221022,0.622835,0.535335,0.710335,0.86,0.0628355,0.09,1.18918
3,3,07_Aa,mauritania,0,0,0.31248,0.731595,0.66362,0.799569,0.86,0.0515948,0.09,1.18918
4,4,07_Aa,has,1,0,0.456137,0.902429,0.874929,0.929929,0.86,0.0624292,0.09,1.18918
5,5,24_Tongue_Th,the,2,0,0.529907,0.990155,0.962655,1.01766,0.42,0.070155,0.09,1.18918
6,6,06_Eh,the,2,0,0.590735,1.06249,1.03479,1.09019,0.74,0.0624902,0.09,1.18918
7,7,12_Ww-Oo-,world's,3,0,0.66508,1.1509,1.1167,1.1851,1,0.0709001,0.09,1.18918
8,8,09_Oh,world's,3,0,0.744171,1.24495,1.18938,1.30053,0.82,0.0849532,0.09,1.18918
9,9,07_Aa,largest,4,0,0.87051,1.39519,1.35569,1.4347,0.86,0.0751939,0.09,1.18918
10,10,07_Aa,largest,4,0,0.957284,1.49838,1.42502,1.57174,0.86,0.0583835,0.09,1.18918
11,11,07_Aa,natural,5,0,1.11,1.67999,1.63442,1.72556,0.86,0.0799915,0.09,1.18918
12,12,24_Tongue_Th,natural,5,0,1.21023,1.79918,1.76062,1.83774,0.42,0.0791821,0.09,1.18918
13,13,07_Aa,natural,5,0,1.22792,1.82022,1.73272,1.90772,0.86,0.060216,0.09,1.18918
14,14,07_Aa,natural,5,0,1.29867,1.90435,1.85177,1.95693,0.86,0.0643508,0.09,1.18918
15,15,04_Ih,iron,6,0,1.38139,2.00272,1.96322,2.04222,0.68,0.0827218,0.09,1.18918
16,16,04_Ih,iron,6,0,1.48935,2.1311,2.05774,2.20446,0.357452,0.0511043,0.09,1.18918
17,17,10_Or,ore,7,0,1.62855,2.29664,2.25713,2.33614,0.68,0.0566375,0.09,1.18918
18,18,06_Eh,ore,7,0,1.72662,2.41326,2.3399,2.48662,0.74,0.0532634,0.09,1.18918
19,19,06_Eh,ore,7,0,1.78673,2.48474,2.4396,2.52989,0.74,0.0847437,0.09,1.18918
20,20,06_Eh,deposit,8,0,1.87934,2.59487,2.5493,2.64044,0.74,0.0748713,0.09,1.18918
21,21,22_MBP,deposit,8,0,1.93156,2.65697,2.6149,2.69904,1,0.0569708,0.09,1.18918
22,22,14_ChJjSh,deposit,8,0,1.98546,2.77587,2.73538,2.81637,0.64,0.069284,0.09,1.24873
23,23,06_Eh,deposit,8,0,1.99725,2.85287,2.76537,2.94037,0.74,0.0563169,0.09,1.28674
24,24,04_Ih,deposit,8,0,2.0579,2.97852,2.9155,3.04154,0.72,0.0728762,0.09,1.33614
