word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,spelled,1,that,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,that,2,wrong,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,wrong,3,didn't,",",",",none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
3,didn't,4,you,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
4,you,5,try,?,?,region_break,1,hard_punctuation_with_lull,0.580000,0.580000,0.580000,0.580000,0,1
5,try,6,again,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
6,again,7,or,",",",",region_break,1,comma_with_lull,0.330000,0.330000,0.330000,0.330000,1,2
7,or,8,maybe,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
8,maybe,9,a,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
9,a,10,sandwich,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
