EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,24_Tongue_Th,FVS,lithuania,0,0,0.0180317,0.0454603,0.178144,0.42,SimpleBudgetV1
1,07_Aa,AAA,lithuania,0,0,0.0365714,0.096,0.371965,0.94,SimpleBudgetV1
2,07_Aa,AAA,lithuania,0,0,0.0765714,0.110857,0.525881,0.86,SimpleBudgetV1
3,04_Ih,EEE,is,1,0,0.133029,0.148571,0.790104,0.38,SimpleBudgetV1
4,20_FV,FVS,famous,2,0,0.16,0.180114,0.954282,1,SimpleBudgetV1
5,07_Aa,AAA,famous,2,0,0.169219,0.192686,1.01542,0.86,SimpleBudgetV1
6,22_MBP,MBP,famous,2,0,0.184863,0.204978,1.0938,1,SimpleBudgetV1
7,09_Oh,OOO,famous,2,0,0.186819,0.2304,1.17062,0.82,SimpleBudgetV1
8,20_FV,FVS,for,3,0,0.24381,0.254781,1.39893,1,SimpleBudgetV1
9,10_Or,OOO,for,3,0,0.262552,0.278095,1.51693,0.36,SimpleBudgetV1
10,04_Ih,EEE,its,4,0,0.309841,0.342857,1.83132,0.64,SimpleBudgetV1
11,07_Aa,AAA,amber,5,0,0.349663,0.37313,2.02799,0.86,SimpleBudgetV1
12,22_MBP,MBP,amber,5,0,0.368102,0.388216,2.12205,1,SimpleBudgetV1
13,07_Aa,AAA,amber,5,0,0.379835,0.423416,2.25374,0.86,SimpleBudgetV1
14,06_Eh,EEE,amber,5,0,0.398273,0.425092,2.31017,0.74,SimpleBudgetV1
15,18_Uh,AAA,used,6,1,0.470489,0.493956,2.70601,0.84,SimpleBudgetV1
16,06_Eh,EEE,used,6,1,0.498565,0.542146,2.91999,0.74,SimpleBudgetV1
17,04_Ih,EEE,in,7,1,0.574298,0.589841,3.26631,0.531216,SimpleBudgetV1
18,14_ChJjSh,FVS,jewelry,8,1,0.60127,0.62626,3.44416,0.816838,SimpleBudgetV1
19,10_Or,OOO,jewelry,8,1,0.640838,0.669994,3.67789,0.306,SimpleBudgetV1
20,16_Ww-Ew-,WUH,jewelry,8,1,0.63459,0.688736,3.71295,1,SimpleBudgetV1
21,16_Ww-Ew-,WUH,jewelry,8,1,0.671035,0.702273,3.85318,0.98,SimpleBudgetV1
22,07_Aa,AAA,and,9,1,0.72414,0.739683,4.10715,0.86,SimpleBudgetV1
23,07_Aa,AAA,traditional,10,1,0.757841,0.792838,4.35085,0.94,SimpleBudgetV1
24,24_Tongue_Th,FVS,traditional,10,1,0.806298,0.835911,4.60766,0.42,SimpleBudgetV1
25,07_Aa,AAA,traditional,10,1,0.794184,0.864178,4.65298,0.86,SimpleBudgetV1
26,07_Aa,AAA,traditional,10,1,0.841295,0.881676,4.83426,0.94,SimpleBudgetV1
27,22_MBP,MBP,medicine,11,1,0.883429,0.910857,5.03435,1,SimpleBudgetV1
28,24_Tongue_Th,FVS,medicine,11,1,0.932571,0.957714,5.3037,0.42,SimpleBudgetV1
29,06_Eh,EEE,medicine,11,1,0.922286,0.981714,5.34218,0.74,SimpleBudgetV1
30,06_Eh,EEE,medicine,11,1,0.962286,0.996571,5.4961,0.774355,SimpleBudgetV1
