PlaybackSec,EventIndex,PoseID,SourceWord,CommittedCenterSec,SubmittedWeight,SourceStrength
0.516667,0,24_Tongue_Th,lithuania,0.537495,0.132209,0.42
0.533333,0,24_Tongue_Th,lithuania,0.537495,0.42,0.42
0.55,0,24_Tongue_Th,lithuania,0.537495,0.41963,0.42
0.566667,0,24_Tongue_Th,lithuania,0.537495,0.322149,0.42
0.583333,0,24_Tongue_Th,lithuania,0.537495,0.0977193,0.42
0.583333,1,07_Aa,lithuania,0.677495,0.0103553,0.94
0.6,1,07_Aa,lithuania,0.677495,0.146535,0.94
0.616667,1,07_Aa,lithuania,0.677495,0.434245,0.94
0.633333,1,07_Aa,lithuania,0.677495,0.740216,0.94
0.65,1,07_Aa,lithuania,0.677495,0.915013,0.94
0.666667,1,07_Aa,lithuania,0.677495,0.94,0.94
0.683333,1,07_Aa,lithuania,0.677495,0.94,0.94
0.7,1,07_Aa,lithuania,0.677495,0.934163,0.94
0.716667,1,07_Aa,lithuania,0.677495,0.827861,0.94
0.733333,1,07_Aa,lithuania,0.677495,0.575624,0.94
0.733333,2,07_Aa,lithuania,0.817495,0.0643407,0.86
0.75,1,07_Aa,lithuania,0.677495,0.275055,0.94
0.75,2,07_Aa,lithuania,0.817495,0.281382,0.86
0.766667,1,07_Aa,lithuania,0.677495,0.0622283,0.94
0.766667,2,07_Aa,lithuania,0.817495,0.573229,0.86
0.783333,2,07_Aa,lithuania,0.817495,0.792898,0.86
0.8,2,07_Aa,lithuania,0.817495,0.859525,0.86
0.816667,2,07_Aa,lithuania,0.817495,0.86,0.86
0.833333,2,07_Aa,lithuania,0.817495,0.859999,0.86
0.85,2,07_Aa,lithuania,0.817495,0.858724,0.86
0.866666,2,07_Aa,lithuania,0.817495,0.851896,0.86
0.883333,2,07_Aa,lithuania,0.817495,0.836065,0.86
0.9,2,07_Aa,lithuania,0.817495,0.809202,0.86
0.916666,2,07_Aa,lithuania,0.817495,0.770517,0.86
0.933333,2,07_Aa,lithuania,0.817495,0.720291,0.86
0.95,2,07_Aa,lithuania,0.817495,0.659694,0.86
0.966666,2,07_Aa,lithuania,0.817495,0.590614,0.86
0.983333,2,07_Aa,lithuania,0.817495,0.51548,0.86
1,2,07_Aa,lithuania,0.817495,0.437089,0.86
1.01667,2,07_Aa,lithuania,0.817495,0.3612,0.86
1.03333,2,07_Aa,lithuania,0.817495,0.3612,0.86
1.05,2,07_Aa,lithuania,0.817495,0.3612,0.86
1.06667,2,07_Aa,lithuania,0.817495,0.3612,0.86
1.08333,2,07_Aa,lithuania,0.817495,0.3612,0.86
1.1,2,07_Aa,lithuania,0.817495,0.3612,0.86
1.11667,2,07_Aa,lithuania,0.817495,0.0279031,0.86
1.13333,2,07_Aa,lithuania,0.817495,0.0102048,0.86
1.15,2,07_Aa,lithuania,0.817495,0.00197233,0.86
1.2,3,04_Ih,is,1.22172,0.161693,0.38
1.21667,3,04_Ih,is,1.22172,0.38,0.38
1.23333,3,04_Ih,is,1.22172,0.38,0.38
1.25,3,04_Ih,is,1.22172,0.355356,0.38
1.26667,3,04_Ih,is,1.22172,0.244397,0.38
1.28333,3,04_Ih,is,1.22172,0.0977171,0.38
1.3,3,04_Ih,is,1.22172,0.0101558,0.38
1.38333,4,20_FV,famous,1.41989,0.965,1
1.4,4,20_FV,famous,1.41989,1,1
1.41667,4,20_FV,famous,1.41989,1,1
1.43333,4,20_FV,famous,1.41989,1,1
1.45,4,20_FV,famous,1.41989,0.999173,1
1.46667,4,20_FV,famous,1.41989,0.68744,1
1.46667,5,07_Aa,famous,1.4894,0.597658,0.86
1.48333,4,20_FV,famous,1.41989,0.103749,1
1.48333,5,07_Aa,famous,1.4894,0.86,0.86
1.5,5,07_Aa,famous,1.4894,0.86,0.86
1.51667,5,07_Aa,famous,1.4894,0.796842,0.86
1.53333,5,07_Aa,famous,1.4894,0.439825,0.86
1.53333,6,22_MBP,famous,1.57852,0.629212,1
1.55,5,07_Aa,famous,1.4894,0.0305408,0.86
1.55,6,22_MBP,famous,1.57852,1,1
1.56667,6,22_MBP,famous,1.57852,1,1
1.58333,6,22_MBP,famous,1.57852,1,1
1.6,6,22_MBP,famous,1.57852,1,1
1.6,7,09_Oh,famous,1.66585,0.00576493,0.82
1.61667,6,22_MBP,famous,1.57852,0.996939,1
1.61667,7,09_Oh,famous,1.66585,0.114321,0.82
1.63333,6,22_MBP,famous,1.57852,0.764049,1
1.63333,7,09_Oh,famous,1.66585,0.673174,0.82
1.65,6,22_MBP,famous,1.57852,0.265137,1
1.65,7,09_Oh,famous,1.66585,0.819764,0.82
1.66667,6,22_MBP,famous,1.57852,0.00598544,1
1.66667,7,09_Oh,famous,1.66585,0.82,0.82
1.68333,7,09_Oh,famous,1.66585,0.81997,0.82
1.7,7,09_Oh,famous,1.66585,0.814757,0.82
1.71667,7,09_Oh,famous,1.66585,0.791715,0.82
1.73333,7,09_Oh,famous,1.66585,0.743872,0.82
1.75,7,09_Oh,famous,1.66585,0.670403,0.82
1.76667,7,09_Oh,famous,1.66585,0.575262,0.82
1.78333,7,09_Oh,famous,1.66585,0.465809,0.82
1.8,7,09_Oh,famous,1.66585,0.351443,0.82
1.81667,7,09_Oh,famous,1.66585,0.3444,0.82
1.83333,7,09_Oh,famous,1.66585,0.3444,0.82
1.85,7,09_Oh,famous,1.66585,0.3444,0.82
1.86667,7,09_Oh,famous,1.66585,0.0274491,0.82
1.88333,7,09_Oh,famous,1.66585,0.00494877,0.82
1.88333,8,20_FV,for,1.92542,0.0722467,1
1.9,8,20_FV,for,1.92542,1,1
1.91667,8,20_FV,for,1.92542,1,1
1.93333,8,20_FV,for,1.92542,1,1
1.95,8,20_FV,for,1.92542,1,1
1.96667,8,20_FV,for,1.92542,0.956923,1
1.96667,9,10_Or,for,2.05958,0.0550178,0.36
1.98333,8,20_FV,for,1.92542,0.675179,1
1.98333,9,10_Or,for,2.05958,0.271955,0.36
2,8,20_FV,for,1.92542,0.267858,1
2,9,10_Or,for,2.05958,0.585283,0.36
2.01667,8,20_FV,for,1.92542,0.0243758,1
2.01667,9,10_Or,for,2.05958,0.841573,0.36
2.03333,9,10_Or,for,2.05958,0.937288,0.36
2.05,9,10_Or,for,2.05958,0.94,0.36
2.06667,9,10_Or,for,2.05958,0.94,0.36
2.08333,9,10_Or,for,2.05958,0.935909,0.36
2.08333,10,04_Ih,its,2.12958,0.0885693,0.64
2.1,9,10_Or,for,2.05958,0.593359,0.36
2.1,10,04_Ih,its,2.12958,0.469891,0.64
2.11667,9,10_Or,for,2.05958,0.0706317,0.36
2.11667,10,04_Ih,its,2.12958,0.639956,0.64
2.13333,10,04_Ih,its,2.12958,0.64,0.64
2.13333,11,07_Aa,amber,2.17874,0.00173636,0.86
2.15,10,04_Ih,its,2.12958,0.572434,0.64
2.15,11,07_Aa,amber,2.17874,0.524262,0.86
2.16667,10,04_Ih,its,2.12958,0.0659567,0.64
2.16667,11,07_Aa,amber,2.17874,0.86,0.86
2.16667,12,22_MBP,amber,2.21166,0.57786,1
2.18333,11,07_Aa,amber,2.17874,0.3612,0.86
2.18333,12,22_MBP,amber,2.21166,1,1
2.2,11,07_Aa,amber,2.17874,0.326844,0.86
2.2,12,22_MBP,amber,2.21166,1,1
2.21667,11,07_Aa,amber,2.17874,0.0216445,0.86
2.21667,12,22_MBP,amber,2.21166,1,1
2.23333,12,22_MBP,amber,2.21166,1,1
2.23333,13,07_Aa,amber,2.25166,0.282638,0.86
2.25,12,22_MBP,amber,2.21166,0.985,1
2.25,13,07_Aa,amber,2.25166,0.368682,0.86
2.25,14,06_Eh,amber,2.27142,0.261622,0.74
2.26667,12,22_MBP,amber,2.21166,0.16302,1
2.26667,13,07_Aa,amber,2.25166,0.859696,0.86
2.26667,14,06_Eh,amber,2.27142,0.74,0.74
2.28333,13,07_Aa,amber,2.25166,0.289589,0.86
2.28333,14,06_Eh,amber,2.27142,0.74,0.74
2.3,14,06_Eh,amber,2.27142,0.726692,0.74
2.31667,14,06_Eh,amber,2.27142,0.639036,0.74
2.33333,14,06_Eh,amber,2.27142,0.468774,0.74
2.35,14,06_Eh,amber,2.27142,0.265337,0.74
2.36667,14,06_Eh,amber,2.27142,0.0970155,0.74
2.38333,14,06_Eh,amber,2.27142,0.0120807,0.74
2.68333,15,18_Uh,used,2.69859,0.837397,0.84
2.7,15,18_Uh,used,2.69859,0.84,0.84
2.71666,15,18_Uh,used,2.69859,0.838897,0.84
2.73333,15,18_Uh,used,2.69859,0.738402,0.84
2.75,15,18_Uh,used,2.69859,0.45219,0.84
2.75,16,06_Eh,used,2.83859,0.0282281,0.74
2.76666,15,18_Uh,used,2.69859,0.144626,0.84
2.76666,16,06_Eh,used,2.83859,0.181368,0.74
2.78333,15,18_Uh,used,2.69859,0.00586911,0.84
2.78333,16,06_Eh,used,2.83859,0.427349,0.74
2.8,16,06_Eh,used,2.83859,0.644104,0.74
2.81666,16,06_Eh,used,2.83859,0.735584,0.74
2.83333,16,06_Eh,used,2.83859,0.74,0.74
2.85,16,06_Eh,used,2.83859,0.74,0.74
2.86666,16,06_Eh,used,2.83859,0.727953,0.74
2.88333,16,06_Eh,used,2.83859,0.643097,0.74
2.9,16,06_Eh,used,2.83859,0.474832,0.74
2.91666,16,06_Eh,used,2.83859,0.271396,0.74
2.93333,16,06_Eh,used,2.83859,0.101079,0.74
2.95,16,06_Eh,used,2.83859,0.0133442,0.74
3.3,17,04_Ih,in,3.32491,0.0749753,0.531216
3.31666,17,04_Ih,in,3.32491,0.531216,0.531216
3.33333,17,04_Ih,in,3.32491,0.531216,0.531216
3.35,17,04_Ih,in,3.32491,0.512,0.531216
3.36666,17,04_Ih,in,3.32491,0.379284,0.531216
3.38333,17,04_Ih,in,3.32491,0.173068,0.531216
3.4,17,04_Ih,in,3.32491,0.027274,0.531216
3.61666,18,14_ChJjSh,jewelry,3.64277,0.927535,0.816838
3.63333,18,14_ChJjSh,jewelry,3.64277,0.94,0.816838
3.65,18,14_ChJjSh,jewelry,3.64277,0.94,0.816838
3.66666,18,14_ChJjSh,jewelry,3.64277,0.94,0.816838
3.68333,18,14_ChJjSh,jewelry,3.64277,0.833736,0.816838
3.68333,19,10_Or,jewelry,3.78277,0.0327859,0.306
3.7,18,14_ChJjSh,jewelry,3.64277,0.436111,0.816838
3.7,19,10_Or,jewelry,3.78277,0.207609,0.306
3.71666,18,14_ChJjSh,jewelry,3.64277,0.0702473,0.816838
3.71666,19,10_Or,jewelry,3.78277,0.497719,0.306
3.73333,19,10_Or,jewelry,3.78277,0.775074,0.306
3.75,19,10_Or,jewelry,3.78277,0.921638,0.306
3.76666,19,10_Or,jewelry,3.78277,0.94,0.306
3.78333,19,10_Or,jewelry,3.78277,0.94,0.306
3.8,19,10_Or,jewelry,3.78277,0.94,0.306
3.8,20,16_Ww-Ew-,jewelry,3.88282,0.003996,1
3.81666,19,10_Or,jewelry,3.78277,0.882427,0.306
3.81666,20,16_Ww-Ew-,jewelry,3.88282,0.192759,1
3.83333,19,10_Or,jewelry,3.78277,0.558889,0.306
3.83333,20,16_Ww-Ew-,jewelry,3.88282,0.623264,1
3.85,19,10_Or,jewelry,3.78277,0.160622,0.306
3.85,20,16_Ww-Ew-,jewelry,3.88282,0.950515,1
3.86666,19,10_Or,jewelry,3.78277,0.00193135,0.306
3.86666,20,16_Ww-Ew-,jewelry,3.88282,1,1
3.88333,20,16_Ww-Ew-,jewelry,3.88282,1,1
3.9,20,16_Ww-Ew-,jewelry,3.88282,1,1
3.91666,20,16_Ww-Ew-,jewelry,3.88282,0.975588,1
3.91666,21,16_Ww-Ew-,jewelry,4.02282,0.00723994,0.98
3.93333,20,16_Ww-Ew-,jewelry,3.88282,0.808845,1
3.93333,21,16_Ww-Ew-,jewelry,4.02282,0.123233,0.98
3.95,20,16_Ww-Ew-,jewelry,3.88282,0.508414,1
3.95,21,16_Ww-Ew-,jewelry,4.02282,0.389913,0.98
3.96666,20,16_Ww-Ew-,jewelry,3.88282,0.204111,1
3.96666,21,16_Ww-Ew-,jewelry,4.02282,0.702442,0.98
3.98333,20,16_Ww-Ew-,jewelry,3.88282,0.0287833,1
3.98333,21,16_Ww-Ew-,jewelry,4.02282,0.919584,0.98
4,21,16_Ww-Ew-,jewelry,4.02282,0.979754,0.98
4.01666,21,16_Ww-Ew-,jewelry,4.02282,0.98,0.98
4.03333,21,16_Ww-Ew-,jewelry,4.02282,0.98,0.98
4.05,21,16_Ww-Ew-,jewelry,4.02282,0.978645,0.98
4.06666,21,16_Ww-Ew-,jewelry,4.02282,0.939317,0.98
4.08333,21,16_Ww-Ew-,jewelry,4.02282,0.820117,0.98
4.1,21,16_Ww-Ew-,jewelry,4.02282,0.628376,0.98
4.11666,21,16_Ww-Ew-,jewelry,4.02282,0.404205,0.98
4.13333,21,16_Ww-Ew-,jewelry,4.02282,0.200254,0.98
4.15,21,16_Ww-Ew-,jewelry,4.02282,0.0614713,0.98
4.16667,21,16_Ww-Ew-,jewelry,4.02282,0.00487108,0.98
4.35,22,07_Aa,and,4.37111,0.594746,0.86
4.36667,22,07_Aa,and,4.37111,0.86,0.86
4.38334,22,07_Aa,and,4.37111,0.86,0.86
4.4,22,07_Aa,and,4.37111,0.858343,0.86
4.41667,22,07_Aa,and,4.37111,0.845834,0.86
4.43334,22,07_Aa,and,4.37111,0.814829,0.86
4.45,22,07_Aa,and,4.37111,0.762237,0.86
4.46667,22,07_Aa,and,4.37111,0.688718,0.86
4.48334,22,07_Aa,and,4.37111,0.597866,0.86
4.5,22,07_Aa,and,4.37111,0.495397,0.86
4.51667,22,07_Aa,and,4.37111,0.388336,0.86
4.53334,22,07_Aa,and,4.37111,0.3612,0.86
4.55,22,07_Aa,and,4.37111,0.3612,0.86
4.56667,22,07_Aa,and,4.37111,0.3612,0.86
4.58334,22,07_Aa,and,4.37111,0.0549963,0.86
4.6,22,07_Aa,and,4.37111,0.0193006,0.86
4.61667,22,07_Aa,and,4.37111,0.00315705,0.86
4.63334,23,07_Aa,traditional,4.66201,0.0442308,0.94
4.65001,23,07_Aa,traditional,4.66201,0.94,0.94
4.66667,23,07_Aa,traditional,4.66201,0.94,0.94
