word_index,word,start,end,speech_region_index,sentence_index
0,because,0.480000,0.770000,0,-1
1,we,0.770000,0.870000,0,-1
2,finished,0.870000,1.270000,0,-1
3,ahead,1.270000,1.500000,0,-1
4,of,1.500000,1.600000,0,-1
5,schedule,1.600000,2.240000,0,-1
6,we,2.650000,2.750000,1,-1
7,cleaned,2.750000,3.120000,1,-1
8,the,3.120000,3.260000,1,-1
9,room,3.260000,3.740000,1,-1
10,filed,4.060000,4.520000,2,-1
11,the,4.520000,4.610000,2,-1
12,notes,4.610000,5.170000,2,-1
13,and,5.410000,5.580000,3,-1
14,went,5.580000,5.770000,3,-1
15,home,5.770000,6.240000,3,-1
