index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,14_ChJjSh,check,0,0,0,0.014487,0.820000,CH,0,cmu_affricate_sibilant
1,06_Eh,check,0,0,0,0.038462,0.920000,EH,1,cmu_eh_vowel
2,07_Aa,out,1,0,0,0.096154,0.920000,AW,0,cmu_open_vowel
3,07_Aa,the,2,0,0,0.211538,0.500000,AH,1,cmu_open_vowel
4,22_MBP,markets,3,0,0,0.241758,1.000000,M,0,cmu_bilabial
5,07_Aa,markets,3,0,0,0.263736,0.920000,AA,1,cmu_open_vowel
6,09_Oh,or,4,0,0,0.403846,0.920000,AO,0,cmu_oh_vowel
7,07_Aa,the,5,0,0,0.519231,0.500000,AH,1,cmu_open_vowel
8,06_Eh,temples,6,0,0,0.571429,0.920000,EH,1,cmu_eh_vowel
9,22_MBP,temples,6,0,0,0.593407,1.000000,M,2,cmu_bilabial
10,12_Ww-Oo-,want,7,1,1,0.701923,0.880000,W,0,cmu_w
11,07_Aa,want,7,1,1,0.721154,0.920000,AA,1,cmu_open_vowel
12,07_Aa,a,8,1,1,0.807692,0.500000,AH,0,cmu_open_vowel
13,07_Aa,sandwich,9,1,1,0.879121,0.920000,AE,1,cmu_open_vowel
14,12_Ww-Oo-,sandwich,9,1,1,0.945055,0.880000,W,4,cmu_w
15,14_ChJjSh,sandwich,9,1,1,0.988352,0.820000,CH,6,cmu_affricate_sibilant
