word_index,word,start,end,speech_region_index,sentence_index
0,can,0.890000,1.100000,0,-1
1,we,1.100000,1.220000,0,-1
2,finish,1.220000,1.670000,0,-1
3,before,1.670000,1.950000,0,-1
4,sunset,1.950000,2.510000,0,-1
5,we,2.860000,3.000000,1,-1
6,can,3.000000,3.490000,1,-1
7,if,3.840000,4.000000,2,-1
8,one,4.000000,4.200000,2,-1
9,person,4.200000,4.540000,2,-1
10,prepares,4.540000,4.920000,2,-1
11,the,4.920000,5.000000,2,-1
12,tools,5.000000,5.430000,2,-1
13,another,5.750000,6.060000,3,-1
14,clears,6.060000,6.410000,3,-1
15,the,6.410000,6.500000,3,-1
16,work,6.500000,6.750000,3,-1
17,area,6.750000,7.160000,3,-1
18,and,7.440000,7.590000,4,-1
19,the,7.590000,7.650000,4,-1
20,rest,7.650000,7.930000,4,-1
21,of,7.930000,8.030000,4,-1
22,us,8.030000,8.260000,4,-1
23,move,8.260000,8.500000,4,-1
24,the,8.500000,8.580000,4,-1
25,heavy,8.580000,8.800000,4,-1
26,boards,8.800000,9.140000,4,-1
27,together,9.140000,9.620000,4,-1
