word_index,word,start,end,speech_region_index,sentence_index
0,we've,0.050000,0.240000,0,-1
1,got,0.240000,0.420000,0,-1
2,a,0.420000,0.470000,0,-1
3,few,0.470000,0.750000,0,-1
4,flavors,0.750000,1.260000,0,-1
5,of,1.260000,1.400000,0,-1
6,both,1.400000,1.790000,0,-1
7,sandwiches,2.360000,3.020000,1,-1
8,are,3.020000,3.160000,1,-1
9,turkey,3.160000,3.690000,1,-1
10,ham,3.880000,4.360000,2,-1
11,or,4.460000,4.590000,2,-1
12,veggie,4.590000,5.020000,2,-1
13,chips,5.540000,6.020000,3,-1
14,are,6.080000,6.220000,3,-1
15,regular,6.220000,6.740000,3,-1
16,or,6.780000,6.880000,3,-1
17,spicy,6.880000,7.430000,3,-1
