word_index,word,start,end,speech_region_index,sentence_index
0,the,0.350000,0.420000,0,-1
1,class,0.420000,0.740000,0,-1
2,studied,0.740000,1.070000,0,-1
3,circles,1.070000,1.640000,0,-1
4,squares,1.880000,2.490000,1,-1
5,triangles,2.490000,3.110000,1,-1
6,angles,3.160000,3.640000,1,-1
7,fractions,3.640000,4.330000,1,-1
8,patterns,4.330000,4.900000,1,-1
9,graphs,4.900000,5.390000,1,-1
10,and,5.390000,5.610000,1,-1
11,simple,5.610000,5.900000,1,-1
12,equations,5.900000,6.510000,1,-1
