ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,09_Oh,oman,0,0,0.0346207,0.449121,0.41,0.488243,0.82,0.0891214,0.09,1.13
1,1,22_MBP,oman,0,0,0.0979831,0.520721,0.48529,0.556152,1,0.080721,0.09,1.13
2,2,07_Aa,oman,0,0,0.151547,0.581248,0.504482,0.658015,0.86,0.0612484,0.09,1.13
3,3,07_Aa,has,1,0,0.34395,0.798664,0.771164,0.826164,0.86,0.0786639,0.09,1.13
4,4,24_Tongue_Th,the,2,0,0.425187,0.890462,0.862962,0.917962,0.42,0.0504616,0.09,1.13
5,5,06_Eh,the,2,0,0.492172,0.966154,0.937166,0.995143,0.74,0.0861543,0.09,1.13
6,6,09_Oh,longest,3,0,0.60232,1.09062,1.04929,1.13196,0.82,0.050622,0.09,1.13
7,7,06_Eh,longest,3,0,0.697877,1.1986,1.12183,1.27537,0.74,0.0786014,0.09,1.13
8,8,06_Eh,unbroken,4,0,0.871753,1.39508,1.34274,1.44742,0.74,0.0750809,0.09,1.13
9,9,22_MBP,unbroken,4,0,0.918963,1.44843,1.40011,1.49674,1,0.0884281,0.09,1.13
10,10,10_Or,unbroken,4,0,0.992896,1.53197,1.47561,1.58834,0.22,0.0519724,0.09,1.13
11,11,06_Eh,unbroken,4,0,1.01427,1.55613,1.46863,1.64363,0.74,0.0761296,0.09,1.13
12,12,06_Eh,unbroken,4,0,1.09711,1.64974,1.58532,1.71416,0.74,0.0897393,0.09,1.13
13,13,12_Ww-Oo-,wall,5,0,1.19163,1.75655,1.72076,1.79233,1,0.076546,0.09,1.13
14,14,07_Aa,wall,5,0,1.27873,1.85496,1.79681,1.91312,0.86,0.0549645,0.09,1.13
15,15,04_Ih,in,6,0,1.44453,2.04232,2.01482,2.06982,0.22,0.0823179,0.09,1.13
16,16,24_Tongue_Th,the,7,0,1.52577,2.24877,2.22127,2.27627,0.42,0.0887675,0.09,1.20514
17,17,06_Eh,the,7,0,1.59275,2.34536,2.31419,2.37654,0.74,0.0653639,0.09,1.21511
18,18,12_Ww-Oo-,world,8,0,1.67462,2.4518,2.41318,2.49041,1,0.0517983,0.09,1.21926
19,19,09_Oh,world,8,0,1.76172,2.55799,2.49524,2.62074,0.82,0.0779908,0.09,1.21926
20,20,24_Tongue_Th,the,9,1,2.2751,2.62799,2.60049,2.65549,0.42,0.0679908,0.09,1
21,21,06_Eh,the,9,1,2.34209,2.65397,2.62647,2.68147,0.74,0.053973,0.09,1
22,22,03_Ee,great,10,1,2.51105,2.82294,2.77147,2.8744,0.86,0.0629394,0.09,1
23,23,12_Ww-Oo-,wall,11,1,2.6219,2.93379,2.90212,2.96546,1,0.0537894,0.09,1
24,24,07_Aa,wall,11,1,2.709,3.02088,2.96942,3.07235,0.86,0.0608854,0.09,1
25,25,09_Oh,of,12,1,2.8748,3.18668,3.15918,3.21418,0.82,0.066685,0.09,1
26,26,20_FV,of,12,1,2.89903,3.27591,3.24841,3.30341,1,0.0759134,0.09,1
27,27,07_Aa,al,13,1,2.96633,3.48321,3.4555,3.51093,0.86,0.0832155,0.09,1
28,28,22_MBP,mirani,14,1,3.16507,3.82195,3.78261,3.86129,1,0.0639172,0.09,1.00988
29,29,04_Ih,mirani,14,1,3.21376,3.9082,3.86226,3.95413,0.68,0.0681987,0.09,1.01072
30,30,10_Or,mirani,14,1,3.30141,4.0482,4.00154,4.09485,0.22,0.0881989,0.09,1.02654
31,31,07_Aa,mirani,14,1,3.32089,4.08009,3.99317,4.16702,0.86,0.0800965,0.09,1.02987
32,32,07_Aa,mirani,14,1,3.3988,4.19431,4.14367,4.24494,0.86,0.0743079,0.09,1.03987
