EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,07_Aa,AAA,harbin,0,0,0.0146371,0.0518952,0.0594087,0.86,SimpleBudgetV1
1,07_Aa,AAA,harbin,0,0,0.0425806,0.111774,0.137828,0.86,SimpleBudgetV1
2,22_MBP,MBP,harbin,0,0,0.0616532,0.0935887,0.13862,1,SimpleBudgetV1
3,04_Ih,EEE,harbin,0,0,0.0785081,0.121089,0.178226,0.72,SimpleBudgetV1
4,04_Ih,EEE,is,1,0,0.162823,0.1875,0.312814,0.22,SimpleBudgetV1
5,20_FV,FVS,famous,2,0,0.205645,0.237581,0.39577,1,SimpleBudgetV1
6,07_Aa,AAA,famous,2,0,0.220282,0.25754,0.426663,0.86,SimpleBudgetV1
7,22_MBP,MBP,famous,2,0,0.245121,0.277056,0.466268,1,SimpleBudgetV1
8,09_Oh,OOO,famous,2,0,0.248226,0.317419,0.505082,0.82,SimpleBudgetV1
9,20_FV,FVS,for,3,0,0.33871,0.356129,0.620443,1,SimpleBudgetV1
10,10_Or,OOO,for,3,0,0.368468,0.393145,0.680068,0.271266,SimpleBudgetV1
11,04_Ih,EEE,its,4,0,0.443548,0.495968,0.838923,0.515986,SimpleBudgetV1
12,04_Ih,EEE,ice,5,0,0.515645,0.552903,0.95414,0.68,SimpleBudgetV1
13,06_Eh,EEE,ice,5,0,0.554677,0.623871,1.05236,0.74,SimpleBudgetV1
14,06_Eh,EEE,ice,5,0,0.601694,0.644274,1.11256,0.74,SimpleBudgetV1
15,07_Aa,AAA,and,6,0,0.674919,0.699597,1.22735,0.86,SimpleBudgetV1
16,09_Oh,OOO,snow,7,0,0.75,0.802419,1.3862,0.82,SimpleBudgetV1
17,20_FV,FVS,festival,8,0,0.818548,0.862097,1.5007,1,SimpleBudgetV1
18,07_Aa,AAA,festival,8,0,0.876613,0.970968,1.64976,0.86,SimpleBudgetV1
19,07_Aa,AAA,festival,8,0,0.936946,0.99501,1.7251,0.86,SimpleBudgetV1
