word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,which,1,route,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,route,2,is,,,none,0,none,0.030000,0.030000,0.000000,0.030000,0,0
2,is,3,faster,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
3,faster,4,the,",",",",region_break,1,comma_with_lull,0.650000,0.650000,0.650000,0.650000,0,1
4,the,5,river,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
5,river,6,road,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
6,road,7,or,,,none,0,none,0.160000,0.160000,0.160000,0.160000,1,1
7,or,8,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
8,the,9,mountain,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
9,mountain,10,road,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
