word_index,word,start,end,speech_region_index,sentence_index
0,although,0.430000,0.730000,0,-1
1,the,0.730000,0.840000,0,-1
2,sky,0.840000,1.140000,0,-1
3,looked,1.140000,1.500000,0,-1
4,dark,1.500000,1.910000,0,-1
5,we,2.250000,2.380000,1,-1
6,packed,2.380000,2.690000,1,-1
7,a,2.690000,2.740000,1,-1
8,lunch,2.740000,3.160000,1,-1
9,and,3.240000,3.360000,1,-1
10,continued,3.360000,3.840000,1,-1
11,toward,3.840000,4.070000,1,-1
12,the,4.070000,4.150000,1,-1
13,lake,4.150000,4.510000,1,-1
