index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,03_Ee,israel's,0,0,0,0.012989,0.920000,IH,0,cmu_front_vowel
1,06_Eh,israel's,0,0,0,0.080460,0.500000,EY,3,cmu_eh_vowel
2,11_Oo,hummus,1,0,0,0.168966,0.920000,UH,1,cmu_oo_vowel
3,22_MBP,hummus,1,0,0,0.189655,1.000000,M,2,cmu_bilabial
4,07_Aa,and,2,0,0,0.252874,0.500000,AH,0,cmu_open_vowel
5,20_FV,falafel,3,0,0,0.322660,0.960000,F,0,cmu_fv
6,07_Aa,falafel,3,0,0,0.396552,0.920000,AA,3,cmu_open_vowel
7,07_Aa,are,4,0,0,0.500000,0.920000,AA,0,cmu_open_vowel
8,03_Ee,delicious,5,0,0,0.637931,0.920000,IH,3,cmu_front_vowel
9,14_ChJjSh,delicious,5,0,0,0.662562,0.820000,SH,4,cmu_affricate_sibilant
10,12_Ww-Oo-,want,6,1,1,0.732759,0.880000,W,0,cmu_w
11,07_Aa,want,6,1,1,0.750000,0.920000,AA,1,cmu_open_vowel
12,07_Aa,a,7,1,1,0.827586,0.500000,AH,0,cmu_open_vowel
13,07_Aa,sandwich,8,1,1,0.891626,0.920000,AE,1,cmu_open_vowel
14,12_Ww-Oo-,sandwich,8,1,1,0.950739,0.880000,W,4,cmu_w
15,14_ChJjSh,sandwich,8,1,1,0.989557,0.820000,CH,6,cmu_affricate_sibilant
