PlaybackSec,EventIndex,PoseID,SourceWord,CommittedCenterSec,SubmittedWeight,SourceStrength
0.316667,0,22_MBP,moldova,0.354564,0.985,1
0.333333,0,22_MBP,moldova,0.354564,1,1
0.35,0,22_MBP,moldova,0.354564,1,1
0.366667,0,22_MBP,moldova,0.354564,1,1
0.383333,0,22_MBP,moldova,0.354564,1,1
0.4,0,22_MBP,moldova,0.354564,0.960564,1
0.4,1,07_Aa,moldova,0.494564,0.00841746,0.86
0.416667,0,22_MBP,moldova,0.354564,0.637106,1
0.416667,1,07_Aa,moldova,0.494564,0.12912,0.86
0.433333,0,22_MBP,moldova,0.354564,0.19292,1
0.433333,1,07_Aa,moldova,0.494564,0.390096,0.86
0.45,0,22_MBP,moldova,0.354564,0.00297362,1
0.45,1,07_Aa,moldova,0.494564,0.671445,0.86
0.466667,1,07_Aa,moldova,0.494564,0.835216,0.86
0.483334,1,07_Aa,moldova,0.494564,0.86,0.86
0.5,1,07_Aa,moldova,0.494564,0.86,0.86
0.516667,1,07_Aa,moldova,0.494564,0.83042,0.86
0.516667,2,20_FV,moldova,0.566888,0.288057,1
0.533333,1,07_Aa,moldova,0.494564,0.284075,0.86
0.533333,2,20_FV,moldova,0.566888,0.971239,1
0.55,1,07_Aa,moldova,0.494564,0.0172587,0.86
0.55,2,20_FV,moldova,0.566888,1,1
0.566667,2,20_FV,moldova,0.566888,1,1
0.583333,2,20_FV,moldova,0.566888,1,1
0.583333,3,07_Aa,moldova,0.609084,0.0101126,0.86
0.6,2,20_FV,moldova,0.566888,0.965,1
0.6,3,07_Aa,moldova,0.609084,0.577834,0.86
0.616667,2,20_FV,moldova,0.566888,0.130493,1
0.616667,3,07_Aa,moldova,0.609084,0.86,0.86
0.633333,3,07_Aa,moldova,0.609084,0.839803,0.86
0.65,3,07_Aa,moldova,0.609084,0.621275,0.86
0.65,4,04_Ih,is,0.714233,0.00185287,0.22
0.666667,3,07_Aa,moldova,0.609084,0.258942,0.86
0.666667,4,04_Ih,is,0.714233,0.0648708,0.22
0.683333,3,07_Aa,moldova,0.609084,0.0261022,0.86
0.683333,4,04_Ih,is,0.714233,0.176236,0.22
0.7,4,04_Ih,is,0.714233,0.219882,0.22
0.716667,4,04_Ih,is,0.714233,0.22,0.22
0.733333,4,04_Ih,is,0.714233,0.218559,0.22
0.75,4,04_Ih,is,0.714233,0.182742,0.22
0.766667,4,04_Ih,is,0.714233,0.102426,0.22
0.783333,4,04_Ih,is,0.714233,0.0271355,0.22
0.866666,5,09_Oh,known,0.8833,0.799631,0.82
0.883333,5,09_Oh,known,0.8833,0.82,0.82
0.9,5,09_Oh,known,0.8833,0.819472,0.82
0.916666,5,09_Oh,known,0.8833,0.693201,0.82
0.933333,5,09_Oh,known,0.8833,0.339451,0.82
0.933333,6,20_FV,for,0.980325,0.448432,1
0.95,5,09_Oh,known,0.8833,0.0319047,0.82
0.95,6,20_FV,for,0.980325,0.997559,1
0.966666,6,20_FV,for,0.980325,1,1
0.983333,6,20_FV,for,0.980325,1,1
1,6,20_FV,for,0.980325,1,1
1.01667,6,20_FV,for,0.980325,0.965,1
1.01667,7,10_Or,for,1.04378,0.482617,0.22
1.03333,6,20_FV,for,0.980325,0.353358,1
1.03333,7,10_Or,for,1.04378,0.94,0.22
1.05,7,10_Or,for,1.04378,0.94,0.22
1.06667,7,10_Or,for,1.04378,0.939988,0.22
1.08333,7,10_Or,for,1.04378,0.93666,0.22
1.1,7,10_Or,for,1.04378,0.920815,0.22
1.11667,7,10_Or,for,1.04378,0.886301,0.22
1.13333,7,10_Or,for,1.04378,0.830771,0.22
1.15,7,10_Or,for,1.04378,0.755027,0.22
1.16667,7,10_Or,for,1.04378,0.662365,0.22
1.18333,7,10_Or,for,1.04378,0.55792,0.22
1.2,7,10_Or,for,1.04378,0.448006,0.22
1.21667,7,10_Or,for,1.04378,0.3948,0.22
1.23333,7,10_Or,for,1.04378,0.3948,0.22
1.25,7,10_Or,for,1.04378,0.3948,0.22
1.26667,7,10_Or,for,1.04378,0.0845878,0.22
1.28333,7,10_Or,for,1.04378,0.0374913,0.22
1.3,7,10_Or,for,1.04378,0.01089,0.22
1.31667,7,10_Or,for,1.04378,0.00100106,0.22
1.33333,8,04_Ih,its,1.35285,0.247667,0.38
1.35,8,04_Ih,its,1.35285,0.38,0.38
1.36667,8,04_Ih,its,1.35285,0.379954,0.38
1.38333,8,04_Ih,its,1.35285,0.345704,0.38
1.4,8,04_Ih,its,1.35285,0.224939,0.38
1.41667,8,04_Ih,its,1.35285,0.0810795,0.38
1.43333,8,04_Ih,its,1.35285,0.00569988,0.38
1.56667,9,12_Ww-Oo-,wine,1.5993,0.16064,1
1.58333,9,12_Ww-Oo-,wine,1.5993,1,1
1.6,9,12_Ww-Oo-,wine,1.5993,1,1
1.61667,9,12_Ww-Oo-,wine,1.5993,1,1
1.63333,9,12_Ww-Oo-,wine,1.5993,0.948486,1
