start,end,pose,phone,word,confidence,word_index,speech_region_index,phrase_index,sentence_index,source_phone,source_phone_index,alignment_reason
0.140000,0.340000,HH,HH,ham,1.0,0,0,0,-1,HH,0,mfa_textgrid_phone
0.340000,0.610000,AE1,AE1,ham,1.0,0,0,0,-1,AE1,1,mfa_textgrid_phone
0.610000,0.780000,M,M,ham,1.0,0,0,0,-1,M,2,mfa_textgrid_phone
0.810000,0.940000,L,L,lettuce,1.0,1,0,0,-1,L,0,mfa_textgrid_phone
0.940000,1.030000,EH1,EH1,lettuce,1.0,1,0,0,-1,EH1,1,mfa_textgrid_phone
1.030000,1.070000,T,T,lettuce,1.0,1,0,0,-1,T,2,mfa_textgrid_phone
1.070000,1.180000,AH0,AH0,lettuce,1.0,1,0,0,-1,AH0,3,mfa_textgrid_phone
1.180000,1.330000,S,S,lettuce,1.0,1,0,0,-1,S,4,mfa_textgrid_phone
1.330000,1.420000,T,T,tomato,1.0,2,0,0,-1,T,0,mfa_textgrid_phone
1.420000,1.460000,AH0,AH0,tomato,1.0,2,0,0,-1,AH0,1,mfa_textgrid_phone
1.460000,1.550000,M,M,tomato,1.0,2,0,0,-1,M,2,mfa_textgrid_phone
1.550000,1.680000,EY1,EY1,tomato,1.0,2,0,0,-1,EY1,3,mfa_textgrid_phone
1.680000,1.720000,T,T,tomato,1.0,2,0,0,-1,T,4,mfa_textgrid_phone
1.720000,1.870000,OW2,OW2,tomato,1.0,2,0,0,-1,OW2,5,mfa_textgrid_phone
1.870000,1.930000,AH0,AH0,and,1.0,3,0,0,-1,AH0,0,mfa_textgrid_phone
1.930000,1.960000,N,N,and,1.0,3,0,0,-1,N,1,mfa_textgrid_phone
1.960000,2.050000,D,D,and,1.0,3,0,0,-1,D,2,mfa_textgrid_phone
2.050000,2.090000,M,M,mayo,1.0,4,0,0,-1,M,0,mfa_textgrid_phone
2.090000,2.300000,EY1,EY1,mayo,1.0,4,0,0,-1,EY1,1,mfa_textgrid_phone
2.300000,2.440000,OW0,OW0,mayo,1.0,4,0,0,-1,OW0,2,mfa_textgrid_phone
2.440000,2.560000,AA1,AA1,on,1.0,5,0,0,-1,AA1,0,mfa_textgrid_phone
2.560000,2.640000,N,N,on,1.0,5,0,0,-1,N,1,mfa_textgrid_phone
2.640000,2.710000,B,B,bread,1.0,6,0,0,-1,B,0,mfa_textgrid_phone
2.710000,2.800000,R,R,bread,1.0,6,0,0,-1,R,1,mfa_textgrid_phone
2.800000,2.970000,EH1,EH1,bread,1.0,6,0,0,-1,EH1,2,mfa_textgrid_phone
2.970000,3.080000,D,D,bread,1.0,6,0,0,-1,D,3,mfa_textgrid_phone
3.660000,3.740000,W,W,want,1.0,7,1,1,-1,W,0,mfa_textgrid_phone
3.740000,3.800000,AA1,AA1,want,1.0,7,1,1,-1,AA1,1,mfa_textgrid_phone
3.800000,3.830000,N,N,want,1.0,7,1,1,-1,N,2,mfa_textgrid_phone
3.830000,3.860000,T,T,want,1.0,7,1,1,-1,T,3,mfa_textgrid_phone
3.860000,3.890000,M,M,me,1.0,8,1,1,-1,M,0,mfa_textgrid_phone
3.890000,3.920000,IY1,IY1,me,1.0,8,1,1,-1,IY1,1,mfa_textgrid_phone
3.920000,3.950000,T,T,to,1.0,9,1,1,-1,T,0,mfa_textgrid_phone
3.950000,3.980000,AH0,AH0,to,1.0,9,1,1,-1,AH0,1,mfa_textgrid_phone
3.980000,4.060000,M,M,make,1.0,10,1,1,-1,M,0,mfa_textgrid_phone
4.060000,4.150000,EY1,EY1,make,1.0,10,1,1,-1,EY1,1,mfa_textgrid_phone
4.150000,4.220000,K,K,make,1.0,10,1,1,-1,K,2,mfa_textgrid_phone
4.220000,4.270000,W,W,one,1.0,11,1,1,-1,W,0,mfa_textgrid_phone
4.270000,4.310000,AH1,AH1,one,1.0,11,1,1,-1,AH1,1,mfa_textgrid_phone
4.310000,4.350000,N,N,one,1.0,11,1,1,-1,N,2,mfa_textgrid_phone
4.350000,4.430000,F,F,for,1.0,12,1,1,-1,F,0,mfa_textgrid_phone
4.430000,4.470000,R,R,for,1.0,12,1,1,-1,R,1,mfa_textgrid_phone
4.470000,4.510000,ER0,ER0,for,1.0,12,1,1,-1,ER0,2,mfa_textgrid_phone
4.510000,4.620000,Y,Y,you,1.0,13,1,1,-1,Y,0,mfa_textgrid_phone
4.620000,4.840000,UW1,UW1,you,1.0,13,1,1,-1,UW1,1,mfa_textgrid_phone
